rule_text,rule_json,flagged_frames,oracle_tp,oracle_fp,oracle_fn,oracle_precision,oracle_recall
mass_below_10deg >= 0.22 and best_upper_share <= 0.12 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.12], [""selected_is_top_family"", ""<="", 0.0]]",152,24,128,104,0.15789473684210525,0.1875
gap_to_lower_deg >= 6 and best_lower_gap >= 9 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12]]",76,12,64,116,0.15789473684210525,0.09375
gap_to_lower_deg >= 4 and best_lower_gap >= 5 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 5.0], [""cum_before_selected"", "">="", 0.46]]",102,16,86,112,0.1568627450980392,0.125
mass_below_10deg >= 0.22 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",185,29,156,99,0.15675675675675677,0.2265625
best_lower_gap >= 9 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",185,29,156,99,0.15675675675675677,0.2265625
gap_to_lower_deg >= 6,"[[""gap_to_lower_deg"", "">="", 6.0]]",179,28,151,100,0.1564245810055866,0.21875
gap_to_lower_deg >= 6 and best_lower_gap >= 9,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0]]",160,25,135,103,0.15625,0.1953125
best_upper_share <= 0.12 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",64,10,54,118,0.15625,0.078125
gap_to_lower_deg >= 6 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12]]",90,14,76,114,0.15555555555555556,0.109375
best_upper_share <= 0.12 and top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",45,7,38,121,0.15555555555555556,0.0546875
mass_below_10deg >= 0.18 and best_upper_share <= 0.14 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0]]",193,30,163,98,0.15544041450777202,0.234375
gap_to_lower_deg >= 4 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12]]",129,20,109,108,0.15503875968992248,0.15625
mass_below_10deg >= 0.22 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",168,26,142,102,0.15476190476190477,0.203125
delta_localmax_deg >= 8 and selected_is_top_family <= 0 and selected_family_share <= 0.18,"[[""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0], [""selected_family_share"", ""<="", 0.18]]",156,24,132,104,0.15384615384615385,0.1875
delta_localmax_deg >= 8 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",130,20,110,108,0.15384615384615385,0.15625
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0]]",117,18,99,110,0.15384615384615385,0.140625
gap_to_lower_deg >= 4 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",39,6,33,122,0.15384615384615385,0.046875
gap_to_lower_deg >= 8 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",26,4,22,124,0.15384615384615385,0.03125
mass_below_10deg >= 0.18 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",189,29,160,99,0.15343915343915343,0.2265625
mass_below_10deg >= 0.18 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",183,28,155,100,0.15300546448087432,0.21875
mass_below_10deg >= 0.18 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.18], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",170,26,144,102,0.15294117647058825,0.203125
best_upper_share <= 0.12 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",85,13,72,115,0.15294117647058825,0.1015625
delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",177,27,150,101,0.15254237288135594,0.2109375
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12]]",105,16,89,112,0.1523809523809524,0.125
best_upper_share <= 0.14 and top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",46,7,39,121,0.15217391304347827,0.0546875
mass_below_10deg >= 0.18 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.18], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",250,38,212,90,0.152,0.296875
gap_to_lower_deg >= 4 and best_lower_gap >= 5 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12]]",125,19,106,109,0.152,0.1484375
delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",191,29,162,99,0.1518324607329843,0.2265625
best_lower_gap >= 5 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",191,29,162,99,0.1518324607329843,0.2265625
gap_to_lower_deg >= 6 and best_upper_share <= 0.12 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12], [""cum_before_selected"", "">="", 0.46]]",33,5,28,123,0.15151515151515152,0.0390625
gap_to_lower_deg >= 8 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",20,3,17,125,0.15,0.0234375
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0]]",214,32,182,96,0.14953271028037382,0.25
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0]]",107,16,91,112,0.14953271028037382,0.125
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0]]",241,36,205,92,0.14937759336099585,0.28125
mass_below_10deg >= 0.18 and top_family_angle_offset <= -2 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -2.0], [""cum_before_selected"", "">="", 0.46]]",47,7,40,121,0.14893617021276595,0.0546875
gap_to_lower_deg >= 4 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0]]",121,18,103,110,0.1487603305785124,0.140625
gap_to_lower_deg >= 6 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",27,4,23,124,0.14814814814814814,0.03125
best_lower_gap >= 5 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",190,28,162,100,0.14736842105263157,0.21875
best_upper_share <= 0.12 and top_family_angle_offset <= -2 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0], [""selected_family_share"", ""<="", 0.18]]",109,16,93,112,0.14678899082568808,0.125
gap_to_lower_deg >= 4 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",75,11,64,117,0.14666666666666667,0.0859375
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and best_lower_gap >= 5,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 5.0]]",239,35,204,93,0.14644351464435146,0.2734375
gap_to_lower_deg >= 6 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",41,6,35,122,0.14634146341463414,0.046875
best_lower_gap >= 9 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",171,25,146,103,0.14619883040935672,0.1953125
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""cum_before_selected"", "">="", 0.46]]",96,14,82,114,0.14583333333333334,0.109375
best_lower_gap >= 9 and best_upper_share <= 0.12 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.18]]",248,36,212,92,0.14516129032258066,0.28125
delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",186,27,159,101,0.14516129032258066,0.2109375
best_lower_gap >= 9 and best_upper_share <= 0.14 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14], [""selected_family_share"", ""<="", 0.18]]",249,36,213,92,0.14457831325301204,0.28125
mass_below_10deg >= 0.18 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.18], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",237,34,203,94,0.14345991561181434,0.265625
best_upper_share <= 0.14 and top_family_angle_offset <= -2 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -2.0], [""selected_family_share"", ""<="", 0.18]]",112,16,96,112,0.14285714285714285,0.125
best_upper_share <= 0.1 and top_family_angle_offset <= -2,"[[""best_upper_share"", ""<="", 0.1], [""top_family_angle_offset"", ""<="", -2.0]]",7,1,6,127,0.14285714285714285,0.0078125
gap_to_lower_deg >= 4 and best_lower_gap >= 9,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0]]",225,32,193,96,0.14222222222222222,0.25
mass_below_10deg >= 0.18 and best_upper_share <= 0.1,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.1]]",57,8,49,120,0.14035087719298245,0.0625
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 8 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 8.0]]",43,6,37,122,0.13953488372093023,0.046875
gap_to_lower_deg >= 6 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",43,6,37,122,0.13953488372093023,0.046875
best_upper_share <= 0.14 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",115,16,99,112,0.1391304347826087,0.125
delta_localmax_deg >= 6 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",216,30,186,98,0.1388888888888889,0.234375
best_upper_share <= 0.14 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",173,24,149,104,0.13872832369942195,0.1875
best_upper_share <= 0.12 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",166,23,143,105,0.13855421686746988,0.1796875
top_family_angle_offset <= -2 and selected_family_share <= 0.18,"[[""top_family_angle_offset"", ""<="", -2.0], [""selected_family_share"", ""<="", 0.18]]",123,17,106,111,0.13821138211382114,0.1328125
mass_below_10deg >= 0.22 and best_upper_share <= 0.14 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.14], [""cum_before_selected"", "">="", 0.46]]",232,32,200,96,0.13793103448275862,0.25
best_upper_share <= 0.1 and delta_localmax_deg >= 6,"[[""best_upper_share"", ""<="", 0.1], [""delta_localmax_deg"", "">="", 6.0]]",29,4,25,124,0.13793103448275862,0.03125
mass_below_10deg >= 0.22 and best_upper_share <= 0.12 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.12], [""cum_before_selected"", "">="", 0.46]]",225,31,194,97,0.13777777777777778,0.2421875
mass_below_10deg >= 0.22 and best_upper_share <= 0.14 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.14], [""selected_family_share"", ""<="", 0.18]]",205,28,177,100,0.13658536585365855,0.21875
best_upper_share <= 0.12 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",110,15,95,113,0.13636363636363635,0.1171875
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0]]",44,6,38,122,0.13636363636363635,0.046875
gap_to_lower_deg >= 4 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",59,8,51,120,0.13559322033898305,0.0625
mass_below_10deg >= 0.22 and best_upper_share <= 0.12 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.18]]",200,27,173,101,0.135,0.2109375
best_upper_share <= 0.14 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",142,19,123,109,0.13380281690140844,0.1484375
delta_localmax_deg >= 6 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",211,28,183,100,0.13270142180094788,0.21875
best_upper_share <= 0.12 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",137,18,119,110,0.13138686131386862,0.140625
best_upper_share <= 0.12 and top_family_angle_offset <= -2,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0]]",122,16,106,112,0.13114754098360656,0.125
best_upper_share <= 0.14 and top_family_angle_offset <= -2,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -2.0]]",125,16,109,112,0.128,0.125
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 4 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0]]",55,7,48,121,0.12727272727272726,0.0546875
top_family_angle_offset <= -2 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -2.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",64,8,56,120,0.125,0.0625
gap_to_lower_deg >= 6 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",24,3,21,125,0.125,0.0234375
gap_to_lower_deg >= 6 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",8,1,7,127,0.125,0.0078125
best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",241,30,211,98,0.12448132780082988,0.234375
top_family_angle_offset <= -2,"[[""top_family_angle_offset"", ""<="", -2.0]]",138,17,121,111,0.12318840579710146,0.1328125
top_family_angle_offset <= -2 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -2.0], [""cum_before_selected"", "">="", 0.46]]",71,8,63,120,0.11267605633802817,0.0625
best_upper_share <= 0.12 and top_family_angle_offset <= -2 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0], [""cum_before_selected"", "">="", 0.46]]",63,7,56,121,0.1111111111111111,0.0546875
gap_to_lower_deg >= 6 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 6.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",9,1,8,127,0.1111111111111111,0.0078125
best_upper_share <= 0.1 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.1], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",9,1,8,127,0.1111111111111111,0.0078125
best_upper_share <= 0.14 and top_family_angle_offset <= -2 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -2.0], [""cum_before_selected"", "">="", 0.46]]",66,7,59,121,0.10606060606060606,0.0546875
best_lower_gap >= 9 and best_upper_share <= 0.1 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.1], [""cum_before_selected"", "">="", 0.46]]",11,1,10,127,0.09090909090909091,0.0078125
gap_to_lower_deg >= 4 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 4.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",12,1,11,127,0.08333333333333333,0.0078125
gap_to_lower_deg >= 4 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",12,1,11,127,0.08333333333333333,0.0078125
best_lower_gap >= 5 and best_upper_share <= 0.1 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.1], [""cum_before_selected"", "">="", 0.46]]",12,1,11,127,0.08333333333333333,0.0078125
mass_below_10deg >= 0.18 and best_upper_share <= 0.1 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.1], [""cum_before_selected"", "">="", 0.46]]",41,3,38,125,0.07317073170731707,0.0234375
gap_to_lower_deg >= 4 and top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",14,1,13,127,0.07142857142857142,0.0078125
best_upper_share <= 0.1 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.1], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",16,1,15,127,0.0625,0.0078125
best_upper_share <= 0.1,"[[""best_upper_share"", ""<="", 0.1]]",163,8,155,120,0.049079754601226995,0.0625
best_upper_share <= 0.1 and selected_is_top_family <= 0 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.1], [""selected_is_top_family"", ""<="", 0.0], [""selected_family_share"", ""<="", 0.18]]",24,1,23,127,0.041666666666666664,0.0078125
best_upper_share <= 0.1 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.1], [""cum_before_selected"", "">="", 0.46]]",81,3,78,125,0.037037037037037035,0.0234375
best_upper_share <= 0.1 and selected_is_top_family <= 0,"[[""best_upper_share"", ""<="", 0.1], [""selected_is_top_family"", ""<="", 0.0]]",32,1,31,127,0.03125,0.0078125
best_upper_share <= 0.1 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.1], [""selected_family_share"", ""<="", 0.18]]",32,1,31,127,0.03125,0.0078125
gap_to_lower_deg >= 6 and top_family_angle_offset <= -6 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 6.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 8.0]]",5,0,5,128,0.0,0.0
gap_to_lower_deg >= 8 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 8.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",5,0,5,128,0.0,0.0
gap_to_lower_deg >= 4 and top_family_angle_offset <= -6 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 4.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 8.0]]",7,0,7,128,0.0,0.0
best_upper_share <= 0.1 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.1], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",8,0,8,128,0.0,0.0
best_upper_share <= 0.1 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.1], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",9,0,9,128,0.0,0.0
