frame_idx,time_s,theta_deg,theta_sigma_deg,PEN_deg,FL_mm,FL_sigma_mm,combined_confidence,R_scale,median_zncc,valid_fraction,out_of_plane_score,median_dx_px,median_dy_px,epsilon_f_median,epsilon_perp_median,gamma_fperp_median,epsilon_f_sigma_median,strain_rate_f_median_s,fit_residual_median_px
204,6.1185927236735544,24.166481748966874,0.3990755853547182,25.562583531066878,55.375750855306514,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8636191487312317,0.9953703880310059,0.39346933364868164,-2.0,0.0,0.006539728492498398,-0.009278771467506886,-0.008519473485648632,0.002839381340891123,0.2180410876683891,0.5829063653945923
205,6.14858582526019,24.11453039455398,0.38122289280976845,25.390194137563526,55.67009135349412,0.38122289280976845,0.6359540820121765,2.325294304035971,0.8426642417907715,0.9953703880310059,0.3640459477901459,-3.0,0.0,0.004521029535681009,-0.004814623389393091,-0.008912414312362671,0.003323209472000599,0.15073564574914053,0.6981231570243835
206,6.178578926846825,24.138288128308147,0.3762701337702786,25.326749482776307,55.86031451453707,0.3762701337702786,0.644294023513794,2.2652674170800537,0.8495619297027588,0.9953703880310059,0.35570600628852844,-4.0,0.0,0.004015288781374693,-0.004008136689662933,-0.00886954739689827,0.0031567576806992292,0.13387374325981363,0.6226442456245422
207,6.20857202843346,24.068949752604283,0.3990755853547182,25.239723667271562,56.22836949318836,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8294912576675415,1.0,0.39346933364868164,-4.0,1.0,0.0046240161173045635,-0.002449099672958255,-0.01044737733900547,0.0033280812203884125,0.15416932136705147,0.668045699596405
208,6.2385651300200955,23.932862154405598,0.43734182880790917,25.142674042535134,56.82454285043789,0.43734182880790917,0.5460962653160095,3.060286003600744,0.8344093561172485,1.0,0.4539037048816681,-5.0,1.0,0.010988094843924046,-0.005110730417072773,-0.01977257989346981,0.003664660034701228,0.36635407019127164,0.679405927658081
209,6.26855823160673,23.73450287137743,0.5066119893774407,25.078395694693143,57.6932099665192,0.5066119893774407,0.44264093041419983,4.106491324495488,0.7559990286827087,1.0,0.5573590993881226,-6.0,1.0,0.010983790270984173,-0.0028120456263422966,-0.017401743680238724,0.005656272638589144,0.3662105514248833,0.8704620003700256
210,6.298551333193365,23.46068284867627,0.4966641717572519,24.71516618367349,58.71312610369514,0.4966641717572519,0.4571551978588104,3.9468047921170726,0.8018856644630432,1.0,0.542844831943512,-5.0,1.0,0.011408738791942596,-0.004873200319707394,-0.01601806841790676,0.00550914416089654,0.3803787600621581,0.8969870209693909
211,6.32854443478,23.333719787520153,0.4168045995182955,24.510245573675633,59.19584034098857,0.4168045995182955,0.578144907951355,2.7796171868737076,0.8371076583862305,1.0,0.42185506224632263,-3.0,0.0,0.007749123498797417,-0.005491991061717272,-0.012154598720371723,0.0037855806294828653,0.25836352657340467,0.7352170348167419
212,6.358537536366636,23.283298278689017,0.40187111811502957,24.30361667155924,59.704358243727214,0.40187111811502957,0.6020042300224304,2.5840063292003848,0.8328158259391785,1.0,0.3979957401752472,-3.0,0.0,0.006741115357726812,-0.0033553391695022583,-0.008573312312364578,0.0038931192830204964,0.22475552714196967,0.7285494208335876
213,6.388530637953271,23.191536551514474,0.4152709880012193,24.154873466103908,59.832100867431485,0.4152709880012193,0.5805718302726746,2.759199895608141,0.8228375911712646,1.0,0.41942813992500305,-4.0,0.0,0.006208755075931549,-0.003155399113893509,-0.005997959524393082,0.004015718586742878,0.20700610298663377,0.7754369378089905
214,6.418523739539905,23.07329828797907,0.42880965305872704,24.02796798939744,60.10849253802494,0.42880965305872704,0.5593137741088867,2.942043496901533,0.8447619676589966,1.0,0.4406861960887909,-4.0,0.0,0.008622140623629093,-0.0038581425324082375,-0.009969817474484444,0.0043656183406710625,0.2874707905324176,0.8054734468460083
215,6.4485168411265406,22.83319390679327,0.34341273855566135,23.863374149610053,60.40348460441699,0.34341273855566135,0.7021884918212891,1.8869169440367841,0.8838307857513428,1.0,0.29781150817871094,-1.0,0.0,0.00411450257524848,-0.008647993206977844,-0.005295928567647934,0.0020125911105424166,0.13718163036135958,0.4544826149940491
216,6.478509942713176,22.628757481329075,0.3176126299177259,23.71806755087502,60.543650763281256,0.3176126299177259,0.7522007822990417,1.614044522932069,0.8974331617355347,1.0,0.24779923260211945,-1.0,0.0,0.002427030121907592,-0.007151016965508461,-0.0029066673014312983,0.001797855831682682,0.08091961129452102,0.41272687911987305
217,6.508503044299811,22.48208645914596,0.34165681532500414,23.59200524690985,60.71918810374889,0.34165681532500414,0.7054376006126404,1.8676700713283836,0.8802061080932617,1.0,0.29456236958503723,-2.0,0.0,0.004438516218215227,-0.005992633756250143,-0.010958787053823471,0.0024408416356891394,0.1479845692315139,0.5317440032958984
218,6.538496145886446,22.406983760443723,0.3417832262505362,23.48839552026891,60.99088011673153,0.3417832262505362,0.7052030563354492,1.8690523799396033,0.8822505474090576,1.0,0.2947969436645508,-1.0,0.0,0.005685536190867424,-0.003740035928785801,-0.014356518164277077,0.0026660149451345205,0.18956146213971078,0.5906191468238831
219,6.568489247473081,22.38131095380598,0.3399822141598743,23.55141306663944,61.15417579633555,0.3399822141598743,0.708554208278656,1.8494064951208102,0.8850973844528198,1.0,0.2914457619190216,-1.0,0.0,0.0054838708601891994,-0.001137729617767036,-0.015827350318431854,0.002014703582972288,0.1828377383495681,0.45847848057746887
220,6.598482349059716,22.334064951978462,0.34957754259653545,23.527233254078567,61.49911510436519,0.34957754259653545,0.6909253597259521,1.9552713326053208,0.894676685333252,1.0,0.30907467007637024,-1.0,0.0,0.00744442967697978,-0.0015999898314476013,-0.017020028084516525,0.0021797099616378546,0.24820472986018285,0.4918454885482788
221,6.628475450646351,22.17894062631305,0.4208475136650931,23.47008725692214,61.849032036920086,0.4208475136650931,0.5717708468437195,2.8338020761294516,0.8541004061698914,1.0,0.4282291531562805,-1.0,0.0,0.006419964134693146,0.0015876948600634933,-0.01699790544807911,0.0029715970158576965,0.21404802421480418,0.5830972790718079
222,6.6584685522329865,22.0282692866258,0.34969870571203254,23.454099579995074,62.09260665882471,0.34969870571203254,0.6907061338424683,1.9566269564267316,0.8883635997772217,1.0,0.30929386615753174,-1.0,0.0,0.004611322656273842,-0.001400492968969047,-0.008893609046936035,0.0019056744640693069,0.15374610868282618,0.4193784296512604
223,6.688461653819621,21.864678061045907,0.30509126961968513,23.722563072683073,62.091820913040664,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.907411515712738,1.0,0.22119921445846558,0.0,0.0,0.002982740057632327,-0.0009198948391713202,-0.005297077354043722,0.00110069930087775,0.09944753626151942,0.2896850109100342
224,6.718454755406256,21.694777772326887,0.30509126961968513,23.794899048124023,62.70760786162986,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9123721122741699,1.0,0.22119921445846558,0.0,0.0,0.00216923700645566,-0.002931697526946664,-0.004742361139506102,0.0010251940693706274,0.07232453103223815,0.28761017322540283
225,6.748447856992891,21.52994859897737,0.34440157758115186,23.721344285017665,63.13201329779427,0.34440157758115186,0.7003670334815979,1.8977991462461787,0.8829652070999146,1.0,0.2996329963207245,-1.0,0.0,0.005547107197344303,-0.00798487663269043,-0.014790440909564495,0.0022137686610221863,0.1849461010666564,0.48817378282546997
226,6.778440958579527,21.392567837016685,0.40896956188896627,23.646391000349155,63.2505501933592,0.40896956188896627,0.5905982851982117,2.6760976408264483,0.8886902332305908,1.0,0.40940171480178833,-3.0,0.0,0.009060252457857132,-0.008995828218758106,-0.02009524777531624,0.0028738409746438265,0.30207787719741463,0.5693780183792114
227,6.808434060166162,21.33569225837323,0.3531605819317865,23.546174537728604,63.59231364408322,0.3531605819317865,0.684475302696228,1.9955583460863693,0.8800256252288818,1.0,0.31552472710609436,-2.0,0.0,0.004282557405531406,-0.006654002238065004,-0.013262402266263962,0.002847187453880906,0.14278474645782263,0.6157814860343933
228,6.838427161752796,21.257501407908705,0.31096133835170137,23.449251966145,63.83942003268824,0.31096133835170137,0.7660873532295227,1.5471512631917008,0.9031929969787598,1.0,0.2339126467704773,-1.0,0.0,0.004382667131721973,-0.006996372248977423,-0.010765968821942806,0.0018337263027206063,0.1461225048387423,0.4039066433906555
229,6.868420263339432,21.207896331520885,0.30509126961968513,23.3839537298297,64.0200887722654,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9002439379692078,1.0,0.22119921445846558,-1.0,0.0,0.0029740913305431604,-0.006760291755199432,-0.008627301082015038,0.0017736254958435893,0.09915917905163951,0.4274926781654358
230,6.898413364926067,21.19179202387798,0.30509126961968513,23.342057636663327,64.0699159754863,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9051798582077026,1.0,0.22119921445846558,-1.0,0.0,0.0034550498239696026,-0.004164723213762045,-0.006390011869370937,0.001693393918685615,0.11519481618097052,0.41535520553588867
231,6.928406466512702,21.196177766049715,0.30509126961968513,23.302686781561505,64.05797412214115,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9176919460296631,1.0,0.22119921445846558,-1.0,0.0,0.001929510268382728,-0.0036578932777047157,-0.004501865245401859,0.001433056895621121,0.06433180185814855,0.34234413504600525
232,6.958399568099337,21.19967501580183,0.30509126961968513,23.257517422091553,64.10017854914055,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9423716068267822,1.0,0.22119921445846558,0.0,0.0,0.00186700199265033,-0.0020876601338386536,-0.003514294745400548,0.001084803487174213,0.062247713436954656,0.2926386892795563
233,6.988392669685972,21.201419879201694,0.25,23.201237115769686,64.15532607064333,0.25,1.0,1.0,0.9640977382659912,1.0,0.0,0.0,0.0,0.0007668238831683993,-0.0007855031290091574,-0.0014280217001214623,0.00042724955710582435,0.025566675088717603,0.13424506783485413
234,7.018385771272607,21.204337334863908,0.25,23.181490358161795,64.13668098303272,0.25,1.0,1.0,0.9750090837478638,1.0,0.0,0.0,0.0,0.001006230479106307,-0.0005671574035659432,-0.0012539646122604609,0.00035231278161518276,0.033548730403883384,0.11807063966989517
235,7.048378872859242,21.199604949754843,0.25,23.129587812348547,64.18275893403161,0.25,1.0,1.0,0.9878622889518738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,7.0783719744458775,21.193523602904094,0.25,23.092494263392894,64.21649100332273,0.25,1.0,1.0,0.9896156787872314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,7.108365076032512,21.186467395171064,0.25,23.055059461330444,64.26606859907324,0.25,1.0,1.0,0.9940065145492554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,7.138358177619147,21.180420668606104,0.25,23.022405129079687,64.30416752695444,0.25,1.0,1.0,0.9951136112213135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,7.168351279205782,21.174264240183845,0.25,23.00142089556695,64.32732036362532,0.25,1.0,1.0,0.9977088570594788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,7.198344380792418,21.168099957935027,0.25,22.982107288863602,64.35537775090606,0.25,1.0,1.0,0.99776691198349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,7.228337482379053,21.16658787342226,0.25,22.963962690835103,64.3777453326999,0.25,1.0,1.0,0.9968249797821045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,7.258330583965687,21.166186083546393,0.25,22.94949632113179,64.39715855472343,0.25,1.0,1.0,0.9968947172164917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,7.288323685552323,21.164334747783045,0.25,22.938794726236978,64.40970755363139,0.25,1.0,1.0,0.9992789626121521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,7.318316787138958,21.162286002992488,0.25,22.92785201587361,64.4270344697322,0.25,1.0,1.0,0.9993331432342529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,7.348309888725593,21.16013458365572,0.25,22.919056458259462,64.44026578370327,0.25,1.0,1.0,0.9983358383178711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,7.378302990312228,21.158798808066535,0.25,22.91098539115754,64.45329099225593,0.25,1.0,1.0,0.9984285831451416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,7.408296091898863,21.15643237677392,0.25,22.905854121666096,64.46399508641059,0.25,1.0,1.0,0.9989146590232849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,7.438289193485498,21.154247652311142,0.25,22.900593070769588,64.47723835982053,0.25,1.0,1.0,0.9990513920783997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,7.468282295072133,21.151079814848856,0.25,22.897687397634144,64.48567115846117,0.25,1.0,1.0,0.9981505274772644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,7.4982753966587685,21.14683192963426,0.25,22.890393426757385,64.50399352586356,0.25,1.0,1.0,0.9983017444610596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,7.528268498245403,21.14435317774948,0.25,22.885014523258008,64.51576930505175,0.25,1.0,1.0,0.9995845556259155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,7.558261599832038,21.141993980615325,0.25,22.87960730929248,64.52746773483487,0.25,1.0,1.0,0.9996328353881836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,7.588254701418673,21.141095262548816,0.25,22.879031930971706,64.53350776456435,0.25,1.0,1.0,0.9992166757583618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,7.618247803005309,21.139698858925698,0.25,22.87866344441659,64.54170601631492,0.25,1.0,1.0,0.999214768409729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,7.648240904591944,21.13558750270016,0.25,22.875878132258038,64.55339014168538,0.25,1.0,1.0,0.9974645376205444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,7.678234006178578,21.131826634445076,0.25,22.872361160667225,64.5667152650886,0.25,1.0,1.0,0.9980422258377075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,7.708227107765214,21.130215512972768,0.25,22.87038412676793,64.57556249579457,0.25,1.0,1.0,0.999491810798645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,7.738220209351849,21.128504835297804,0.25,22.868486421664898,64.58357257158886,0.25,1.0,1.0,0.999500036239624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,7.768213310938484,21.123926743541972,0.25,22.865838951364026,64.59558200576298,0.25,1.0,1.0,0.9978905916213989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,7.798206412525119,21.120542598827484,0.25,22.863739089892135,64.60634459631169,0.25,1.0,1.0,0.9983764886856079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,7.828199514111754,21.118708215464693,0.25,22.862399163977955,64.6117154666213,0.25,1.0,1.0,0.9980154037475586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,7.858192615698389,21.116939577241567,0.25,22.86028135298173,64.6189959698984,0.25,1.0,1.0,0.998591423034668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,7.888185717285024,21.113419247434223,0.25,22.85640201432247,64.63097845421663,0.25,1.0,1.0,0.9969996213912964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,7.9181788188716595,21.107710361048134,0.25,22.853884436150082,64.6433304278982,0.25,1.0,1.0,0.985137939453125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,7.948171920458294,21.106381925368083,0.25,22.85352111156527,64.6472048160367,0.25,1.0,1.0,0.9995764493942261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,7.978165022044929,21.105451084464136,0.25,22.853988985154757,64.64893274498675,0.25,1.0,1.0,0.9996297359466553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,8.008158123631565,21.10345742856981,0.25,22.854049475984965,64.64629073699246,0.25,1.0,1.0,0.9990034103393555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,8.038151225218199,21.101662617565097,0.25,22.85259416136151,64.64812187625984,0.25,1.0,1.0,0.9991028308868408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,8.068144326804834,21.09965911376767,0.25,22.851349088074983,64.64948469151516,0.25,1.0,1.0,0.9997031688690186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,8.09813742839147,21.098484488985406,0.25,22.85057368117853,64.64932475602069,0.25,1.0,1.0,0.9997518062591553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,8.128130529978105,21.10589605103013,0.25,22.855503284504636,64.62999988733472,0.25,1.0,1.0,0.9987547397613525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,8.15812363156474,21.114309784761787,0.25,22.86255062487737,64.60658041451055,0.25,1.0,1.0,0.9988048672676086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,8.188116733151375,21.122858535743404,0.25,22.869058415463343,64.5931071138157,0.25,1.0,1.0,0.997517466545105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,8.21810983473801,21.127718687561384,0.25,22.86989196123946,64.59374770158439,0.25,1.0,1.0,0.9982161521911621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,8.248102936324646,21.128482850601358,0.25,22.86939946710163,64.60115188520604,0.25,1.0,1.0,0.9987597465515137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,8.278096037911281,21.129897205521928,0.25,22.870349726567724,64.60115532356406,0.25,1.0,1.0,0.9988274574279785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,8.308089139497914,21.127496326758177,0.25,22.868691555754708,64.61130742655463,0.25,1.0,1.0,0.9974085092544556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,8.33808224108455,21.12250053660577,0.25,22.865083722892678,64.6273567404483,0.25,1.0,1.0,0.997803807258606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,8.368075342671185,21.119812994077847,0.25,22.864232999493936,64.6370151934316,0.25,1.0,1.0,0.9977787137031555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,8.39806844425782,21.11319288815227,0.25,22.857994514383762,64.65578525540377,0.25,1.0,1.0,0.9985331296920776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,8.428061545844455,21.108672429165182,0.25,22.85372751422082,64.6704251547209,0.25,1.0,1.0,0.998569130897522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,8.45805464743109,21.106792550096202,0.25,22.852336315850067,64.67673658076478,0.25,1.0,1.0,0.9988914728164673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,8.488047749017726,21.10531284285949,0.25,22.853964398698565,64.67660981103936,0.25,1.0,1.0,0.9984261393547058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,8.518040850604361,21.103563670839293,0.25,22.854072309466574,64.68124637695236,0.25,1.0,1.0,0.9988691806793213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,8.548033952190996,21.101264986610488,0.25,22.854440008648908,64.68171127044626,0.25,1.0,1.0,0.9981046915054321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,8.578027053777632,21.100519303852735,0.25,22.856049725875835,64.67775699923695,0.25,1.0,1.0,0.9986790418624878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,8.608020155364265,21.0992102165487,0.25,22.856925361887704,64.6759774473695,0.25,1.0,1.0,0.9990366697311401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,8.6380132569509,21.09796687521785,0.25,22.85752183521285,64.67436490056019,0.25,1.0,1.0,0.9990205764770508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,8.668006358537536,21.097596819051148,0.25,22.859412048000763,64.66886557258974,0.25,1.0,1.0,0.9979034662246704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,8.697999460124171,21.115443829968513,0.25,22.85301279675241,64.68136851953028,0.25,1.0,1.0,0.9958764314651489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,8.727992561710806,21.153292248971553,0.25,22.859428779401156,64.66827875830093,0.25,1.0,1.0,0.9843676090240479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,8.757985663297442,21.153404928176116,0.25,22.86177225238339,64.65252128809621,0.25,1.0,1.0,0.9990004301071167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,8.787978764884077,21.145541722085397,0.25,22.865230719975443,64.63398779639687,0.25,1.0,1.0,0.9976299405097961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,8.817971866470712,21.142181581630496,0.25,22.867379017520364,64.63240684356978,0.25,1.0,1.0,0.9976578950881958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,8.847964968057347,21.13775004748723,0.25,22.86013042639098,64.6437174523736,0.25,1.0,1.0,0.9946868419647217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,8.87795806964398,21.13421661098147,0.25,22.854880408947594,64.64274933145356,0.25,1.0,1.0,0.9963424205780029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,8.907951171230616,21.129010766573458,0.25,22.846914954180278,64.66222474354603,0.25,1.0,1.0,0.994632363319397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,8.937944272817251,21.136709018897875,0.25,22.87156818571711,64.65042700173801,0.25,1.0,1.0,0.9877903461456299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.747106378199533e-05,0.0,0.03458819538354874
299,8.967937374403887,21.186045709729655,0.30509126961968513,22.91213928757864,64.55063937297732,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9057097434997559,1.0,0.22119921445846558,1.0,0.0,-0.0037789195775985718,0.003796866163611412,0.006909771356731653,0.0016016217414289713,-0.12599295763671398,0.38083434104919434
300,8.997930475990522,21.17873457307863,0.40532230187908963,22.87120522759332,64.19035510652817,0.40532230187908963,0.5964434742927551,2.628578694409022,0.8661713600158691,1.0,0.4035564959049225,1.0,-1.0,-0.0068632750771939754,0.0011111884377896786,0.02105439268052578,0.0026340531185269356,-0.22882845434872434,0.5441908836364746
301,9.027923577577157,21.246012975809123,0.4166149711317448,22.815105012311278,63.79803751421699,0.4166149711317448,0.5784447193145752,2.777088546737673,0.8458635807037354,1.0,0.4215552806854248,1.0,-1.0,-0.006689209491014481,0.002751358784735203,0.01838012970983982,0.00243927538394928,-0.2230249336399138,0.49764323234558105
302,9.057916679163792,21.548248735829702,0.4635803507544963,23.020744940170346,62.85547852447486,0.4635803507544963,0.5061874985694885,3.438507865690589,0.8444011211395264,1.0,0.4938125014305115,2.0,-1.0,-0.013600473292171955,0.008363118395209312,0.027086962014436722,0.0028941219206899405,-0.4534533800343052,0.5245955586433411
303,9.087909780750428,21.933965984708095,0.4863107715222753,23.224904174846245,61.94967609350539,0.4863107715222753,0.4723665416240692,3.783970663977451,0.8271192908287048,1.0,0.5276334285736084,3.0,0.0,-0.013205742463469505,0.009742596186697483,0.0232805535197258,0.0032908532302826643,-0.4402926594745368,0.5788465738296509
304,9.117902882337063,22.198768730564638,0.4041915659812524,23.47186422379707,61.357839719340774,0.4041915659812524,0.5982621312141418,2.613933152166034,0.8709052801132202,1.0,0.40173783898353577,2.0,0.0,-0.011560406535863876,0.009165406227111816,0.017808150500059128,0.0027103021275252104,-0.3854355143122375,0.5379160642623901
305,9.147895983923696,22.43024581302126,0.4042227432534082,23.676688878116295,60.74600448982872,0.4042227432534082,0.598211944103241,2.6143364186129716,0.8511176109313965,1.0,0.40178805589675903,2.0,0.0,-0.008668982423841953,0.007094634231179953,0.015541525557637215,0.0026232374366372824,-0.2890325429933146,0.5066816210746765
306,9.177889085510332,22.64064726214022,0.3990755853547182,23.87159397503919,59.91781411190819,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8674318790435791,1.0,0.39346933364868164,2.0,0.0,-0.007365717552602291,0.007125404663383961,0.013997665606439114,0.00259717321023345,-0.245580388921313,0.5016601085662842
307,9.207882187096967,22.75040711504954,0.34341273855566135,23.985643298982552,59.60167058203979,0.34341273855566135,0.7021884918212891,1.8869169440367841,0.8780800104141235,1.0,0.29781150817871094,1.0,0.0,-0.0068141138181090355,0.00445902906358242,0.01244234386831522,0.0019020871259272099,-0.22718936880957336,0.4232342839241028
308,9.237875288683602,22.85125015637388,0.30509126961968513,24.0966111903453,59.36000274780581,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9282002449035645,1.0,0.22119921445846558,0.0,0.0,-0.0027711952570825815,0.0031625088304281235,0.005733411759138107,0.000904418237041682,-0.09239442106639036,0.26716339588165283
309,9.267868390270237,22.949332756513968,0.2562100536065352,24.21036003162422,59.11740992577281,0.2562100536065352,0.9290792942047119,1.050297465105018,0.9311172962188721,1.0,0.07092072814702988,0.0,0.0,-0.002599633065983653,0.002297949278727174,0.0035973612684756517,0.000798580062109977,-0.08667436605296099,0.24092327058315277
310,9.297861491856873,23.008225257590084,0.25,24.244901212195828,59.02743556591146,0.25,1.0,1.0,0.9504504203796387,1.0,0.0,0.0,0.0,-0.0019373924005776644,0.0014929225435480475,0.0022495295852422714,0.0006652937736362219,-0.0645946000276599,0.20473764836788177
311,9.327854593443508,23.079731918665516,0.30509126961968513,24.274635185883255,58.943425653875146,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9399628043174744,1.0,0.22119921445846558,1.0,0.0,-0.002376498654484749,0.002102053491398692,0.004559294320642948,0.001084633870050311,-0.07923484163917602,0.2829543650150299
312,9.357847695030143,23.179285981656648,0.30509126961968513,24.37048114226286,58.766633909554784,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9351084232330322,1.0,0.22119921445846558,1.0,0.0,-0.004179337993264198,0.0034838856663554907,0.0059155733324587345,0.0013958265772089362,-0.13934330803342165,0.3529312312602997
313,9.387840796616779,23.303908464940235,0.30509126961968513,24.48478898469321,58.50711157180562,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9109466671943665,1.0,0.22119921445846558,1.0,0.0,-0.005326936021447182,0.0044683185406029224,0.007256170269101858,0.0016289872583001852,-0.17760537389107048,0.38568115234375
314,9.417833898203414,23.44140050759711,0.3052579831568081,24.56634058675263,58.305831249575405,0.3052579831568081,0.778433084487915,1.490918980495394,0.8997167348861694,1.0,0.22156693041324615,1.0,0.0,-0.007174539379775524,0.005831570364534855,0.010028118267655373,0.001883406308479607,-0.23920631746109575,0.4418555200099945
315,9.447826999790047,23.640057101390823,0.35290788918713145,24.710256585354955,57.9182931555059,0.35290788918713145,0.6849279999732971,1.9927036520082666,0.8811797499656677,1.0,0.3150720000267029,2.0,0.0,-0.007793942000716925,0.007900578901171684,0.010149830020964146,0.0025434959679841995,-0.259857820245903,0.5333839058876038
