frame_idx,time_s,theta_deg,theta_sigma_deg,PEN_deg,FL_mm,FL_sigma_mm,combined_confidence,R_scale,median_zncc,valid_fraction,out_of_plane_score,median_dx_px,median_dy_px,epsilon_f_median,epsilon_perp_median,gamma_fperp_median,epsilon_f_sigma_median,strain_rate_f_median_s,fit_residual_median_px
843,25.284184637533368,23.85443598866607,0.30509126961968513,25.21367593518434,57.789627739476224,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9104174375534058,1.0,0.22119921445846558,1.0,0.0,-0.004669617395848036,0.002580423140898347,0.008346821181476116,0.0016950793797150254,-0.15568971359496936,0.40485143661499023
844,25.31417773912,23.935979550444216,0.30509126961968513,25.250511868307655,57.575785647423125,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9373138546943665,0.9953703880310059,0.22119921445846558,0.0,0.0,-0.002736081136390567,0.001987812342122197,0.003873600158840418,0.0009432430379092693,-0.0912236811683979,0.2644372284412384
845,25.344170840706635,23.986089425192773,0.25054668362582355,25.278692026359266,57.416752605281516,0.25054668362582355,0.9790757298469543,1.0043782508143764,0.9247267842292786,1.0,0.020924249663949013,0.0,0.0,-0.002917275531217456,0.0009474370745010674,0.004148774780333042,0.0009004948660731316,-0.0972648834863212,0.2623336613178253
846,25.374163942293272,24.099102482556162,0.30509126961968513,25.34366802794017,57.17990722000473,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.915696918964386,1.0,0.22119921445846558,1.0,0.0,-0.003953217063099146,0.003486086381599307,0.006245414260774851,0.0013820441672578454,-0.13180421010078863,0.34148934483528137
847,25.404157043879906,24.276063557803752,0.30509126961968513,25.487612831080753,56.843454423719656,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8965544700622559,1.0,0.22119921445846558,1.0,0.0,-0.005126500967890024,0.005215884186327457,0.007419193163514137,0.0017573487712070346,-0.1709226687704213,0.4239963889122009
848,25.434150145466543,24.437546839817657,0.30509126961968513,25.613804514127764,56.59830044377071,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9231735467910767,1.0,0.22119921445846558,1.0,0.0,-0.004147211089730263,0.004342666827142239,0.006220100447535515,0.001247868174687028,-0.1382721649426967,0.314866304397583
849,25.464143247053176,24.50374377519273,0.30509126961968513,25.679403151986833,56.428180783258874,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9142626523971558,1.0,0.22119921445846558,1.0,0.0,-0.0038198409602046013,0.0030541399028152227,0.006333037279546261,0.0014918700326234102,-0.1273573174541816,0.35773733258247375
850,25.494136348639813,24.621086868887915,0.30509126961968513,25.767921031709193,56.197371923284706,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9164365530014038,1.0,0.22119921445846558,1.0,0.0,-0.004154997877776623,0.003198603866621852,0.005875726230442524,0.0013707100879400969,-0.13853178424295037,0.3515565097332001
851,25.524129450226447,24.685632965020574,0.30509126961968513,25.809820846120516,55.96978236655822,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.909455418586731,1.0,0.22119921445846558,1.0,0.0,-0.004581206478178501,0.003542722435668111,0.007493303157389164,0.001518723089247942,-0.1527420051889494,0.37588924169540405
852,25.554122551813084,24.735858464995715,0.30509126961968513,25.890751542720807,55.68811098902502,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9035007357597351,1.0,0.22119921445846558,1.0,0.0,-0.0057840123772621155,0.004698188975453377,0.0098025007173419,0.0017498387023806572,-0.19284475667029619,0.41701439023017883
853,25.584115653399717,24.806905433451846,0.30693574520220435,25.972407691751727,55.45066140954869,0.30693574520220435,0.77475506067276,1.5073528269253202,0.8873486518859863,1.0,0.2252449244260788,1.0,0.0,-0.005949425045400858,0.004326993599534035,0.00817351508885622,0.00200556474737823,-0.19835978043871,0.44732850790023804
854,25.61410875498635,24.947772924899795,0.30509126961968513,26.079703349350837,55.103284355934896,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9026228785514832,1.0,0.22119921445846558,1.0,0.0,-0.006118955090641975,0.004900937434285879,0.006819412112236023,0.0019572386518120766,-0.20401208167709411,0.45275187492370605
855,25.644101856572988,25.01425796722475,0.30509126961968513,26.183638042254387,54.85432702608722,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8875043392181396,1.0,0.22119921445846558,1.0,0.0,-0.005766046233475208,0.004217515233904123,0.009196660481393337,0.001976383151486516,-0.19224574747029693,0.45066821575164795
856,25.67409495815962,25.143679404835808,0.3111774730653568,26.387720487940157,54.45913673014323,0.3111774730653568,0.765627920627594,1.5493027158934538,0.8927958607673645,1.0,0.234372079372406,1.0,0.0,-0.006436595227569342,0.00526069849729538,0.009046305902302265,0.002277908381074667,-0.21460252148238942,0.5252385139465332
857,25.704088059746258,25.311918760664327,0.32096458883473344,26.54753558057817,54.117639335833026,0.32096458883473344,0.745384156703949,1.6482922765735921,0.8902037143707275,1.0,0.2546158730983734,1.0,0.0,-0.005965956021100283,0.005191527307033539,0.009203276596963406,0.001884936005808413,-0.19891093969950452,0.4412236511707306
858,25.73408116133289,25.417243912870106,0.3421898078953375,26.63599248918777,53.849490598832475,0.3421898078953375,0.7044493556022644,1.8735018340391676,0.8649469017982483,1.0,0.295550674200058,2.0,0.0,-0.005229582078754902,0.0055115120485424995,0.009350931271910667,0.0023878400679677725,-0.17435949608776719,0.5132352113723755
859,25.76407426291953,25.54665506368687,0.3437953538943248,26.78781044460561,53.456911038528204,0.3437953538943248,0.7014830112457275,1.8911239257491843,0.8707646131515503,1.0,0.29851701855659485,2.0,0.0,-0.006486126221716404,0.006045106332749128,0.009124506264925003,0.0022740995045751333,-0.21625393435824664,0.49535080790519714
860,25.794067364506162,25.658761785649858,0.3178712713139093,26.93087663236173,53.1137968702976,0.3178712713139093,0.7516707181930542,1.616674322027535,0.8859666585922241,1.0,0.2483293116092682,1.0,0.0,-0.004649129696190357,0.005614584311842918,0.007579504046589136,0.002121572382748127,-0.1550066332006827,0.4687718152999878
861,25.8240604660928,25.76620539443951,0.30509126961968513,27.03170968928248,52.89367848374261,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8814529180526733,1.0,0.22119921445846558,2.0,0.0,-0.004805109929293394,0.004339468199759722,0.00679778354242444,0.0020002105738967657,-0.16020717015257105,0.4568215012550354
862,25.854053567679433,25.878901814253652,0.31657230516821216,27.116184064934686,52.649312767803245,0.31657230516821216,0.7543399930000305,1.6034883903922506,0.8851386308670044,0.9953703880310059,0.24566003680229187,2.0,0.0,-0.006379466969519854,0.004205505363643169,0.0060881623066961765,0.0023130637127906084,-0.21269780823076145,0.5173639059066772
863,25.884046669266066,26.055558612155238,0.35087233790894506,27.24660914659364,52.519365598755705,0.35087233790894506,0.6885867118835449,1.9697823601550226,0.8749193549156189,0.9953703880310059,0.31141331791877747,2.0,0.0,-0.006738513708114624,0.0055364277213811874,0.006347117014229298,0.0028710979968309402,-0.2246687855422497,0.5785374045372009
864,25.914039770852703,26.214805802764005,0.3383934434337554,27.428056713381665,52.12864824625421,0.3383934434337554,0.7115278244018555,1.8321619609432673,0.8791794776916504,0.9953703880310059,0.28847217559814453,2.0,0.0,-0.0070595224387943745,0.006671332288533449,0.0075039067305624485,0.0026341495104134083,-0.23537153763184324,0.5745275616645813
865,25.944032872439337,26.32055173916163,0.37047852415275667,27.574140838568752,52.04499862166233,0.37047852415275667,0.6541576385498047,2.1960693897344754,0.8699414730072021,0.9953703880310059,0.3458423316478729,3.0,0.0,-0.0069839851930737495,0.006596964783966541,0.010114374570548534,0.0028698144014924765,-0.23285305032227188,0.5881174802780151
866,25.974025974025974,26.50263578385571,0.37249829594644585,27.76200749433019,51.79604468340584,0.37249829594644585,0.6507036089897156,2.220079687728095,0.8670645952224731,0.9907407164573669,0.3492963910102844,3.5,0.0,-0.004909935407340527,0.006341621279716492,0.00984749011695385,0.0033382864203304052,-0.1637021564161405,0.6609836220741272
867,26.004019075612607,26.605253910827372,0.3822793058402899,27.889881385124482,51.6137856356856,0.3822793058402899,0.6341859102249146,2.3381994827797428,0.83732670545578,0.9953703880310059,0.36581411957740784,5.0,0.0,-0.0055962540209293365,0.005287542007863522,0.006658874452114105,0.003082131966948509,-0.18658470531180502,0.6619675159454346
868,26.034012177199244,26.77621616368947,0.37897569326169656,28.087488066719487,51.358673010058716,0.37897569326169656,0.6397277116775513,2.2979612173309363,0.8412116765975952,1.0,0.36027225852012634,4.0,0.0,-0.004644493572413921,0.006241134367883205,0.00821717455983162,0.0034053015988320112,-0.15485206019785255,0.6790324449539185
869,26.064005278785878,26.961646057903636,0.3958900869869012,28.29475812506206,51.11982881633174,0.3958900869869012,0.6117135882377625,2.507663375591939,0.8462518453598022,0.9953703880310059,0.38828638195991516,3.0,0.0,-0.005859028082340956,0.005121816881000996,0.003075924701988697,0.0031995701137930155,-0.19534585529332982,0.6408373117446899
870,26.093998380372515,27.086912194501338,0.3332906368389114,28.471879854808265,50.97132396355829,0.3332906368389114,0.7211949825286865,1.7773223776717941,0.8712064027786255,0.9953703880310059,0.2788050174713135,2.0,0.0,-0.003330446081236005,0.003732882207259536,0.0027795578353106976,0.0022780366707593203,-0.11104040279448964,0.5069913864135742
871,26.12399148195915,27.120438908953503,0.3295621731760032,28.545011578495632,50.873710731732345,0.3295621731760032,0.7283790111541748,1.737779615815839,0.8774843215942383,0.9907407164573669,0.2716209888458252,2.0,0.0,-0.0046255262568593025,0.003473942168056965,0.004802587442100048,0.0024558708537369967,-0.154219670929946,0.5383682250976562
872,26.153984583545785,27.127780597606886,0.25,28.546894498547488,50.861298543128406,0.25,1.0,1.0,0.9473965764045715,0.9953703880310059,0.0,1.0,0.0,-0.0007555944612249732,-2.270575350848958e-05,0.00024780016974546015,0.0007378328591585159,-0.02519227493170183,0.21545806527137756
873,26.18397768513242,27.15637390030264,0.2507738383043309,28.54960537049817,50.93529972620434,0.2507738383043309,0.9750996232032776,1.0062002876461875,0.9506358504295349,1.0,0.024900376796722412,0.0,0.0,-0.0003151562996208668,0.0002986805629916489,0.0002531090285629034,0.0006588514661416411,-0.01050762618565932,0.19129212200641632
874,26.213970786719052,27.218043241230816,0.2566145478675461,28.61827424272863,50.92501727577399,0.2566145478675461,0.9267767667770386,1.053616418836242,0.9236756563186646,1.0,0.07322325557470322,1.0,0.0,-0.0005725355003960431,0.0019227148732170463,0.0012277589412406087,0.0010491975117474794,-0.019088906118704473,0.3025256395339966
875,26.24396388830569,27.31332031481827,0.30509126961968513,28.742127127780464,50.819100297952595,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9090486764907837,1.0,0.22119921445846558,1.0,0.0,-0.0021932641975581646,0.003394841914996505,0.0020964329596608877,0.0017404323443770409,-0.07312562161078677,0.3954369127750397
876,26.273956989892323,27.33049485828559,0.25,28.73379719808682,50.82591638742219,0.25,1.0,1.0,0.9849303364753723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013486364332493395,0.0,0.04380972310900688
877,26.30395009147896,27.37256507486751,0.25,28.75380512989392,50.83644170137887,0.25,1.0,1.0,0.9785850048065186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3390765161602758e-05,0.0,0.004675084725022316
878,26.333943193065593,27.44774197531919,0.25071159562481293,28.82166520305529,50.78220652976492,0.25071159562481293,0.9761235117912292,1.0057008668918357,0.9574841856956482,1.0,0.02387646771967411,0.0,0.0,-0.0015357984229922295,0.002038627164438367,0.0007473604055121541,0.0007249372429214418,-0.051205055220983925,0.20752792060375214
879,26.36393629465223,27.571902444842095,0.30509126961968513,28.939050812139214,50.62971668889763,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8980569839477539,1.0,0.22119921445846558,1.0,0.0,-0.0032059610821306705,0.0030592200346291065,0.0028143422678112984,0.0018369591562077403,-0.10688994843931869,0.45150938630104065
880,26.393929396238864,27.819272329911257,0.36284100854505763,29.158827145709637,50.32983990197367,0.36284100854505763,0.6673654317855835,2.106457559711913,0.8851138949394226,0.9953703880310059,0.3326345980167389,2.0,0.0,-0.005300250835716724,0.008664479479193687,0.007966737262904644,0.002610424067825079,-0.17671566311363132,0.5563448071479797
881,26.4239224978255,28.074510617033326,0.3990755853547182,29.368818214366627,50.01910907197177,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8482341766357422,0.9953703880310059,0.39346933364868164,3.0,0.0,-0.0052448115311563015,0.008811349980533123,0.0083486158400774,0.003500122344121337,-0.17486726126028226,0.6754357814788818
882,26.453915599412134,28.3651990375333,0.3871856834653687,29.600843909444194,49.675700653646295,0.3871856834653687,0.6260208487510681,2.3986040556887147,0.8607041239738464,0.9953703880310059,0.3739791512489319,3.0,0.0,-0.007894357666373253,0.009272793307900429,0.00909484550356865,0.0028524931985884905,-0.2632057789545506,0.5925614833831787
883,26.483908700998768,28.53593721796156,0.3793115714765192,29.752744866370165,49.39043481260047,0.3793115714765192,0.6391626000404358,2.302036292095785,0.86005038022995,1.0,0.3608373701572418,3.0,0.0,-0.006510668899863958,0.00698727834969759,0.008393426425755024,0.0029931121971458197,-0.21707221179036423,0.6110146045684814
884,26.513901802585405,28.66101633589568,0.30509126961968513,29.870119597695123,49.16401316048778,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.905168890953064,1.0,0.22119921445846558,1.0,0.0,-0.005125031806528568,0.00494629330933094,0.006942237727344036,0.0014850511215627193,-0.170873685461469,0.37594136595726013
885,26.54389490417204,28.787258442786765,0.31928773500292784,29.982993416117637,48.88983887098972,0.31928773500292784,0.7487800717353821,1.6311145235727977,0.8824179172515869,1.0,0.2512199282646179,1.0,0.0,-0.004825161769986153,0.004483351018279791,0.006807234603911638,0.0023741647601127625,-0.1608757185731083,0.5170940160751343
886,26.573888005758675,28.935625315235512,0.34341273855566135,30.05949707889357,48.557177742204345,0.34341273855566135,0.7021884918212891,1.8869169440367841,0.8916715383529663,1.0,0.29781150817871094,2.0,0.0,-0.005976947955787182,0.005744525697082281,0.011115821078419685,0.0022911946289241314,-0.19927742179390043,0.500159740447998
887,26.60388110734531,29.08165057084406,0.3990755853547182,30.182178261050012,48.12813121168098,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8539925813674927,1.0,0.39346933364868164,3.0,0.0,-0.008670249953866005,0.007509107701480389,0.012989937327802181,0.002938806777819991,-0.28907480371184646,0.5898160934448242
888,26.633874208931946,29.242359122843368,0.39485938373099183,30.278867192838476,47.753242984524114,0.39485938373099183,0.6133964657783508,2.4946229267266986,0.8785824179649353,1.0,0.38660353422164917,2.0,0.0,-0.006980588659644127,0.006508084014058113,0.011344821192324162,0.0027489697095006704,-0.23273980650119483,0.5780225396156311
889,26.66386731051858,29.430121924742878,0.37433681225905435,30.38677311195923,47.37958675950125,0.37433681225905435,0.6475728750228882,2.242048784196328,0.9033321142196655,1.0,0.35242709517478943,2.0,0.0,-0.007926387712359428,0.008023694157600403,0.015229015611112118,0.00239073415286839,-0.26427369271777573,0.5195052623748779
890,26.693860412105217,29.5957430619697,0.30509126961968513,30.55129997196414,47.03167325623872,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9290127158164978,1.0,0.22119921445846558,1.0,0.0,-0.006355884950608015,0.005262862890958786,0.007336645387113094,0.0014499655226245522,-0.21191156013822185,0.3686915934085846
891,26.72385351369185,29.71215957093611,0.30509126961968513,30.645615264586354,46.81629586141617,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9277591705322266,1.0,0.22119921445846558,1.0,0.0,-0.004271619021892548,0.005880698561668396,0.007535701617598534,0.0013103263918310404,-0.14242004980891942,0.3196156322956085
892,26.753846615278484,29.920177385193796,0.3766124948282806,30.843510337191816,46.36382891043277,0.3766124948282806,0.6437147855758667,2.2693915401725064,0.9117751717567444,0.9953703880310059,0.3562851846218109,2.0,0.0,-0.008972199633717537,0.008732635527849197,0.011915316805243492,0.002537755761295557,-0.2991421079877764,0.5432721376419067
893,26.78383971686512,30.096974623152704,0.30509126961968513,31.01758160589077,46.03450572564331,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9083150029182434,0.9953703880310059,0.22119921445846558,1.0,0.0,-0.007470088545233011,0.006068734917789698,0.007295776624232531,0.002281313529238105,-0.24906022218661383,0.5131592750549316
894,26.813832818451754,30.219018324698,0.30509126961968513,31.20060333411891,45.76621690420331,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9215778112411499,0.9907407164573669,0.22119921445846558,1.0,0.0,-0.005983566865324974,0.005189624615013599,0.005268165376037359,0.0018423167057335377,-0.19949810285679997,0.43546628952026367
895,26.84382592003839,30.399898239531808,0.3275839203666398,31.402824474694143,45.518337551352495,0.3275839203666398,0.7322352528572083,1.716979598124432,0.8832415342330933,0.9861111044883728,0.26776477694511414,2.0,0.0,-0.005068689119070768,0.0044678570702672005,0.0039716558530926704,0.0024483762681484222,-0.16899516391893848,0.5448168516159058
896,26.873819021625025,30.445450307215054,0.30509126961968513,31.470155136656075,45.57879311855724,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9083617925643921,0.9861111044883728,0.22119921445846558,1.0,0.0,0.00046650023432448506,0.0019029425457119942,-0.002341647632420063,0.0017683415208011866,0.015553584312612657,0.4141313135623932
897,26.90381212321166,30.459664150099655,0.25,31.46071097153876,45.58484162561455,0.25,1.0,1.0,0.9479271769523621,0.9861111044883728,0.0,0.0,0.0,-0.0013831385876983404,0.0018119491869583726,0.002018907805904746,0.0007862210622988641,-0.04611522365245037,0.23912139236927032
898,26.933805224798295,30.547110878191518,0.25,31.553549329262495,45.47059004321337,0.25,1.0,1.0,0.9585692286491394,0.9861111044883728,0.0,0.0,0.0,-0.0029863982927054167,0.002786475233733654,0.0028894315473735332,0.0008481042459607124,-0.0995695054770913,0.2700890898704529
899,26.963798326384932,30.599853503947855,0.25,31.583061087843333,45.42328623006329,0.25,1.0,1.0,0.9805341362953186,0.9907407164573669,0.0,0.0,0.0,-3.23446947732009e-05,0.0003230114816688001,0.0,0.000135295296786353,-0.0010784044684332913,0.0431736595928669
900,26.993791427971566,30.661196145828313,0.25,31.60760300454473,45.3993696130604,0.25,1.0,1.0,0.9800295829772949,0.9907407164573669,0.0,0.0,0.0,-0.0004306304908823222,0.0003313927154522389,0.0,0.00017805190873332322,-0.014357651196507506,0.055524829775094986
901,27.0237845295582,30.67708290671075,0.25,31.631753631271295,45.378769765456724,0.25,1.0,1.0,0.9798652529716492,0.9907407164573669,0.0,0.0,0.0,-0.00025875179562717676,0.00019448927196208388,8.508084283675998e-05,0.00016306563338730484,-0.008627043618005701,0.05206897482275963
902,27.053777631144836,30.63610009440734,0.25,31.59500038118847,45.37424451895822,0.25,1.0,1.0,0.9829283356666565,0.9907407164573669,0.0,0.0,0.0,0.0,0.0,0.0,0.0001023553850245662,0.0,0.03585721179842949
903,27.08377073273147,30.72441548925147,0.25,31.675452225038555,45.29024106005899,0.25,1.0,1.0,0.9755077362060547,0.9907407164573669,0.0,0.0,0.0,-0.0010895755840465426,0.0007596247596666217,0.0006901168380863965,0.000418626208556816,-0.03632753954769578,0.13381606340408325
904,27.113763834318107,30.83688105032462,0.25,31.773885600026546,45.19092551376518,0.25,1.0,1.0,0.9642257690429688,0.9861111044883728,0.0,0.0,0.0,-0.0020089750178158283,0.0016907842364162207,0.0012574277352541685,0.0007542314124293625,-0.06698123606899753,0.2344517707824707
905,27.14375693590474,30.86026757511155,0.25,31.83148514249561,45.10291674128816,0.25,1.0,1.0,0.9705227017402649,0.9861111044883728,0.0,0.0,0.0,-0.0012264298275113106,0.000947146734688431,0.000919213576707989,0.0003145607188344002,-0.04089039687905461,0.1050729975104332
906,27.173750037491377,30.88558373153029,0.25,31.887790722698526,45.036165265348295,0.25,1.0,1.0,0.9814908504486084,0.9861111044883728,0.0,0.0,0.0,-0.0005892877234145999,0.0008012691978365183,0.0005985436728224158,0.00026681943563744426,-0.019647441986366174,0.0879327729344368
907,27.20374313907801,30.991943209716283,0.30509126961968513,31.99632846762458,44.9324307484692,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9652901291847229,0.9814814925193787,0.22119921445846558,1.0,0.0,-0.003404363291338086,0.0035553136840462685,0.0039420039393007755,0.0008817790076136589,-0.11350487649650313,0.2475321888923645
908,27.233736240664648,31.075189843683063,0.25470116006462384,32.092792844794616,44.84725028335209,0.25470116006462384,0.9383859634399414,1.0379628950122424,0.9672422409057617,0.9722222089767456,0.061614055186510086,0.0,0.0,-0.0027110192459076643,0.0029807856772094965,0.003267742693424225,0.0007221007836051285,-0.09038809267780744,0.2126651257276535
909,27.26372934225128,31.098731974724274,0.25,32.12116435471822,44.799458134329754,0.25,1.0,1.0,0.9694800972938538,0.9768518805503845,0.0,0.0,0.0,-0.0008588912314735353,0.0008272342965938151,0.001082916627638042,0.0004887044779025018,-0.02863629254855914,0.1526295691728592
910,27.293722443837915,31.183968307006552,0.25,32.22733337524835,44.667735088724214,0.25,1.0,1.0,0.9658547043800354,0.9768518805503845,0.0,0.0,0.0,-0.002332566538825631,0.003061720635741949,0.00314237829297781,0.0008297758758999407,-0.07777010097098537,0.24469240009784698
911,27.32371554542455,31.296066493247395,0.30509126961968513,32.35314842864537,44.551837788550884,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9418890476226807,0.9722222089767456,0.22119921445846558,1.0,0.0,-0.0028279356192797422,0.003422363428398967,0.0035668867640197277,0.0013475187588483095,-0.09428620148240589,0.3224087357521057
912,27.353708647011185,31.3075302446002,0.25,32.36647276910966,44.553534750558605,0.25,1.0,1.0,0.9854787588119507,0.9768518805503845,0.0,0.0,0.0,0.0,0.00010466073581483215,0.00012311893806327134,0.00018788804300129414,0.0,0.0652046725153923
913,27.383701748597822,31.302295071380513,0.25,32.373823821524525,44.51602120054187,0.25,1.0,1.0,0.9836733937263489,0.9768518805503845,0.0,0.0,0.0,0.0,0.0,0.0,9.747106378199533e-05,0.0,0.034588173031806946
914,27.413694850184456,31.33530913904451,0.25,32.42083649326824,44.47168316982343,0.25,1.0,1.0,0.987371027469635,0.9768518805503845,0.0,0.0,0.0,-0.0002481411211192608,0.0005457552615553141,0.0,0.00011723919305950403,-0.008273273119237274,0.04159673675894737
915,27.443687951771093,31.367364150385356,0.25,32.45601018108067,44.42596831493353,0.25,1.0,1.0,0.9749377369880676,0.9768518805503845,0.0,0.0,0.0,-0.0015435783425346017,0.0014752022689208388,0.001427304232493043,0.000490893900860101,-0.05146444551844616,0.14284642040729523
916,27.473681053357726,31.416430817962436,0.25,32.49842127195669,44.36418646686268,0.25,1.0,1.0,0.9814794063568115,0.9722222089767456,0.0,0.0,0.0,-0.0011542257852852345,0.0010161957470700145,0.0008332030847668648,0.0003869438951369375,-0.038483041907195,0.1274583637714386
917,27.503674154944363,31.50953830580457,0.30509126961968513,32.62622420367569,44.2261978932686,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9448887705802917,0.9768518805503845,0.22119921445846558,0.0,0.0,-0.0028580341022461653,0.0034256642684340477,0.0038913448806852102,0.0009159881738014519,-0.0952897150029894,0.2714020907878876
918,27.533667256530997,31.583077807962013,0.25,32.70949662342073,44.12803039417799,0.25,1.0,1.0,0.9629806280136108,0.9814814925193787,0.0,0.0,0.0,-0.0017159216804429889,0.0026916107162833214,0.003285833867266774,0.0007116880151443183,-0.057210544747649694,0.22272050380706787
919,27.563660358117634,31.71349105749411,0.30509126961968513,32.84058654530904,43.893741949487364,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.920560896396637,0.9768518805503845,0.22119921445846558,1.0,0.0,-0.005441878456622362,0.005042458418756723,0.006561854388564825,0.0015196084277704358,-0.1814376696222462,0.36419907212257385
920,27.593653459704267,31.879197235181607,0.34341273855566135,33.25100106281707,43.44626392975473,0.34341273855566135,0.7021884918212891,1.8869169440367841,0.9057639241218567,0.9814814925193787,0.29781150817871094,1.0,-1.0,-0.0069009605795145035,0.00474716629832983,0.007697517052292824,0.0014369654236361384,-0.23008492668159305,0.3254299759864807
921,27.6236465612909,32.02855450234597,0.30509126961968513,33.47350946030639,43.16308856552708,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9234265685081482,0.9814814925193787,0.22119921445846558,0.0,0.0,-0.0046689496375620365,0.0025801402516663074,0.004191077779978514,0.0011756574967876077,-0.15566744986595588,0.299155592918396
922,27.653639662877538,32.15175010259688,0.30509126961968513,33.57852105477443,42.929607598843276,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9240134954452515,0.9814814925193787,0.22119921445846558,1.0,0.0,-0.005058313719928265,0.0038628356996923685,0.004551646765321493,0.0012356180232018232,-0.16864923773612828,0.3316889703273773
923,27.68363276446417,32.07856722625945,0.279591032133596,33.52863493637042,43.041601421671736,0.279591032133596,0.8416528105735779,1.250738323992472,0.9302905797958374,0.9814814925193787,0.15834717452526093,0.0,0.0,0.0012673588935285807,-0.0015619867481291294,-0.0017655406845733523,0.0008148013148456812,0.04225501286913641,0.22560186684131622
924,27.71362586605081,31.923271763847936,0.3064204594313667,33.3484802252793,43.36783378404216,0.3064204594313667,0.7758803963661194,1.5022959673300775,0.8940485715866089,0.9861111044883728,0.2241196185350418,-1.0,0.0,0.0061986553482711315,-0.005135754588991404,-0.007954205386340618,0.0014134577941149473,0.2066693679667078,0.3422006368637085
925,27.743618967637442,31.899491343145144,0.25,33.17011880482977,43.51347210328613,0.25,1.0,1.0,0.9836941361427307,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,7.203599670901895e-05,0.0,0.025136301293969154
926,27.77361206922408,31.88876755823881,0.25,33.09896053622478,43.58327250608319,0.25,1.0,1.0,0.9875510931015015,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,27.803605170810712,31.871544501117057,0.25,32.995947204772534,43.7120849613257,0.25,1.0,1.0,0.9812746047973633,0.9814814925193787,0.0,0.0,0.0,0.00023772992426529527,-0.0006147418171167374,-0.0001591834588907659,0.0001521813392173499,0.00792615340492921,0.046384118497371674
928,27.83359827239735,31.868519106315432,0.25,32.957743453946875,43.73719413125893,0.25,1.0,1.0,0.9907355308532715,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,27.863591373983983,31.895186742115925,0.25,32.92535532666031,43.736080411882284,0.25,1.0,1.0,0.983903706073761,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,27.893584475570616,31.91440064144291,0.25,32.91146656281859,43.746141744808526,0.25,1.0,1.0,0.9900477528572083,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,27.923577577157253,31.917032015659004,0.25,32.938025513754866,43.73843024337461,0.25,1.0,1.0,0.9879641532897949,0.9814814925193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,27.953570678743887,31.951771341876025,0.25,32.99866432352118,43.69261429284057,0.25,1.0,1.0,0.9871830940246582,0.9814814925193787,0.0,0.0,0.0,-2.6131601771339774e-05,6.388189649442211e-05,0.0,8.754173177294433e-05,-0.0008712537346582394,0.02934052236378193
933,27.983563780330524,31.957306233394547,0.25,32.96925917286043,43.6318153178686,0.25,1.0,1.0,0.9680495262145996,0.9814814925193787,0.0,0.0,0.0,-0.0005104499286971986,0.00018645776435732841,0.000525595445651561,0.00032786978408694267,-0.0170189110726933,0.10229190438985825
934,28.013556881917157,31.9408297920929,0.25,32.96959496088945,43.59115233501556,0.25,1.0,1.0,0.9632660150527954,0.9814814925193787,0.0,0.0,0.0,-0.0019654990173876286,0.002125545172020793,0.0024888634216040373,0.0006954051787033677,-0.06553170273872093,0.21861648559570312
