variant,FL_RMSE_mm,PEN_RMSE_deg,ANG_RMSE_deg,passes_final_targets,prior_angle_RMSE_vs_MATLAB_final_deg,prior_angle_RMSE_vs_Python_TimTrack_deg,prior_xsup_RMSE_vs_MATLAB_raw_px,prior_length_RMSE_vs_MATLAB_raw_mm,seed_alpha_deg,target_score,seed_xsup,seed_ysup,seed_xdeep,seed_ydeep
calibrated_seed_15.35,3.2922313115266926,1.4427976836314524,1.4370109987095927,False,4.1324357987825024,5.1491404108789744,54.75271840091889,7.798248125362559,15.35,1.6461156557633463,808.7139885296124,57.2236736916274,-102.71398888629004,307.4172542046971
calibrated_seed_19.80,3.115112225256227,1.6540168796719972,1.6654008355046455,False,6.578706529914905,6.553205738107181,50.12518977745813,9.849014413777393,19.8,1.6654008355046455,708.1346433026226,54.83481123346513,-2.1346397486669577,310.5474877953699
calibrated_seed_15.30,3.347519490330437,1.4668662842226445,1.460870066780145,False,4.2053462157201675,5.217256375858787,56.1404525323207,8.019130940906974,15.3,1.6737597451652184,810.1343962701955,57.2574098301865,-104.13439534167689,307.37304827139985
calibrated_seed_19.85,3.1609078883501605,1.675942751158591,1.687303535817472,False,6.683751765913121,6.649529959342565,50.99962276060579,9.982986432600283,19.85,1.687303535817472,707.2331090629283,54.813398871959976,-1.2331207125166577,310.5755448984808
calibrated_seed_15.25,3.403256572278838,1.4911477054600508,1.4849467380974348,False,4.278808929168965,5.285909823164507,57.538963042665635,8.24262536402061,15.25,1.701628286139419,811.5630068182863,57.29134079382487,-105.56299463226172,307.3285873604341
calibrated_seed_19.90,3.2069204538388156,1.697919055607586,1.7092560992041377,False,6.789442088079027,6.74673698750601,51.871770186029245,10.116462323373712,19.9,1.7092560992041377,706.3355933645876,54.79208195492757,-0.3355867460340915,310.6034779781313
calibrated_seed_15.20,3.459479950752691,1.5156574041755526,1.509256300940836,False,4.35287222051591,5.355159708514158,58.94619170403987,8.46845457756795,15.2,1.7297399753763456,812.9998729984434,57.3254678371799,-106.99988017300065,307.28386856453676
calibrated_seed_19.95,3.2531089851546375,1.719927050745274,1.7312400345715735,False,6.8956981440431315,6.844742445822655,52.74140889288095,10.249418161964483,19.95,1.7312400345715735,705.4420450786665,54.770859268003335,0.5579673426493275,310.63128719590276
calibrated_seed_20.00,3.2993842631964743,1.7419290619595464,1.7532180095132828,False,7.0022995939806165,6.943327618323889,53.60845269916117,10.381781878399444,20.0,1.7532180095132828,704.5524417416377,54.74973027765566,1.4475743586291623,310.6589735727564
calibrated_seed_15.15,3.5161628055544045,1.5403725333022642,1.5337758293524868,False,4.427464615149752,5.424945860317773,60.364495616731645,8.696748020241031,15.15,1.7580814027772023,814.445097710965,57.359793404238985,-108.44509825294448,307.23889044309857
calibrated_seed_20.05,3.345708564645027,1.7639073036144506,1.7751722193261286,False,7.109215932339677,7.042458363313478,54.47243198331699,10.513610533834534,20.05,1.7751722193261286,703.6667465579254,54.72869410995173,2.3332525355421674,310.68653767616
calibrated_seed_15.10,3.5733233689320483,1.565295171385965,1.5585072017423116,False,4.5025964240339205,5.495284204765071,61.792988478652035,8.927437382684827,15.1,1.7866616844660241,815.8987479127587,57.394319085297354,-109.89873199208729,307.19365040925646
calibrated_seed_20.10,3.392188503813083,1.7859135967247997,1.7971542202121473,False,7.2167071379893795,7.142368747954438,55.333346818616604,10.644846934990646,20.1,1.7971542202121473,702.7849475066615,54.70775047938372,3.215043918822878,310.7139808146529
calibrated_seed_15.05,3.630915417563372,1.590402798421906,1.583427516205184,False,4.578167469554485,5.566082047057911,63.23145273840066,9.160485059682621,15.05,1.815457708781686,817.3608815511557,57.42904625666341,-111.36087508181542,307.14814554714434
calibrated_seed_20.15,3.4388362376178563,1.8079523572309555,1.8191683408343395,False,7.324870907719795,7.243147863385226,56.19186857078843,10.775529722408255,20.15,1.8191683408343395,701.9070256395615,54.68689893591039,4.092983262066394,310.7413040698376
calibrated_seed_20.20,3.485461454239775,1.8299423767991314,1.841134075455171,False,7.433196579878444,7.344297814360092,57.04537487243246,10.905546961290353,20.2,1.841134075455171,701.032930942615,54.66613829164788,4.967074338596931,310.7685075591475
calibrated_seed_15.00,3.6889137847388875,1.6156767024580412,1.6085181264289927,False,4.654099643322325,5.637274055341927,64.67885524980962,9.395713250303206,15.0,1.8444568923694438,818.8315845583419,57.46397695931458,-112.83159572534356,307.1023737341396
