frame,baseline_alpha_deg,matlab_alpha_deg,baseline_raw_error_deg,localmax_alpha_deg,delta_localmax_deg,mass_below_8deg,mass_below_10deg,gap_to_lower_deg,oracle_high_angle_overweight
1292,21.5,21.0,0.5,21.5,0.0,0.0983155723616363,0.0,0.5,False
1293,22.5,21.0,1.5,21.0,1.5,0.0,0.0,1.5,False
1294,21.5,21.0,0.5,21.0,0.5,0.1837800208840933,0.0,0.5,False
1295,23.5,20.5,3.0,20.5,3.0,0.18804523424878838,0.18804523424878838,2.0,False
1296,21.5,20.5,1.0,17.5,4.0,0.09093915343915344,0.09093915343915344,0.5,False
1297,20.5,20.5,0.0,19.0,1.5,0.10411051212938005,0.0,1.5,False
1298,21.0,19.0,2.0,16.5,4.5,0.096,0.096,0.5,False
1299,21.5,18.5,3.0,16.5,5.0,0.09394356503785271,0.0,1.0,False
1300,22.0,20.0,2.0,20.5,1.5,0.09424083769633508,0.09424083769633508,1.5,False
1301,21.5,22.0,-0.5,16.5,5.0,0.0,0.0,1.0,False
1302,21.5,20.0,1.5,17.5,4.0,0.0,0.0,0.5,False
1303,21.5,20.5,1.0,17.5,4.0,0.0,0.0,1.5,False
1304,21.5,20.0,1.5,20.5,1.0,0.0,0.0,1.0,False
1305,21.5,20.0,1.5,20.5,1.0,0.0,0.0,1.0,False
1306,21.5,20.5,1.0,21.5,0.0,0.0,0.0,1.0,False
1307,21.5,20.5,1.0,17.5,4.0,0.0,0.0,1.0,False
1308,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1309,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1310,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1311,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1312,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1313,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1314,20.5,20.5,0.0,22.0,-1.5,0.0,0.0,0.5,False
1315,22.0,20.5,1.5,20.5,1.5,0.0,0.0,1.5,False
1316,21.5,20.5,1.0,20.5,1.0,0.0,0.0,1.0,False
1317,21.5,20.5,1.0,21.0,0.5,0.0,0.0,0.5,False
1318,21.5,20.5,1.0,20.5,1.0,0.0,0.0,0.5,False
1319,21.0,20.5,0.5,19.5,1.5,0.0,0.0,0.5,False
1320,21.0,20.5,0.5,19.0,2.0,0.0,0.0,0.5,False
1321,21.0,20.5,0.5,19.0,2.0,0.0,0.0,0.5,False
1322,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
1323,21.0,20.5,0.5,19.5,1.5,0.0,0.0,0.5,False
1324,21.0,19.5,1.5,19.0,2.0,0.0,0.0,0.5,False
1325,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
1326,21.0,20.5,0.5,19.0,2.0,0.0,0.0,0.5,False
1327,21.0,20.5,0.5,19.0,2.0,0.0,0.0,0.5,False
1328,21.0,20.5,0.5,17.5,3.5,0.0,0.0,1.5,False
1329,21.0,20.5,0.5,17.5,3.5,0.0,0.0,0.5,False
1330,21.0,21.0,0.0,17.5,3.5,0.0,0.0,1.5,False
1331,21.0,20.5,0.5,17.0,4.0,0.0,0.0,1.5,False
1332,21.0,20.5,0.5,17.0,4.0,0.0,0.0,0.5,False
1333,21.0,20.5,0.5,19.5,1.5,0.0,0.0,0.5,False
1334,21.0,20.5,0.5,19.5,1.5,0.0,0.0,1.5,False
1335,21.0,20.0,1.0,19.0,2.0,0.0,0.0,2.0,False
1336,21.0,20.0,1.0,19.5,1.5,0.0,0.0,1.5,False
1337,21.0,20.0,1.0,19.5,1.5,0.0,0.0,1.5,False
1338,21.0,20.0,1.0,19.0,2.0,0.0,0.0,2.0,False
1339,21.0,20.0,1.0,19.0,2.0,0.0,0.0,2.0,False
1340,21.0,20.0,1.0,19.0,2.0,0.0,0.0,2.0,False
1341,21.0,20.5,0.5,19.0,2.0,0.0,0.0,2.0,False
1342,21.5,19.5,2.0,19.0,2.5,0.0,0.0,0.5,False
1343,21.0,20.0,1.0,19.0,2.0,0.0905069751616196,0.0905069751616196,2.0,False
1344,21.0,19.0,2.0,19.0,2.0,0.09103214890016921,0.09103214890016921,2.0,False
1345,21.0,20.0,1.0,19.0,2.0,0.09050847457627119,0.09050847457627119,2.0,False
1346,21.0,20.0,1.0,19.0,2.0,0.0,0.0,2.0,False
1347,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
1348,21.0,20.5,0.5,19.0,2.0,0.0,0.0,0.5,False
1349,21.0,20.0,1.0,19.5,1.5,0.0,0.0,0.5,False
1350,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
1351,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
1352,21.0,20.5,0.5,20.5,0.5,0.0,0.0,0.5,False
1353,21.5,20.5,1.0,20.5,1.0,0.0,0.0,0.5,False
1354,21.0,20.5,0.5,19.5,1.5,0.0924775707384403,0.0,0.5,False
1355,21.0,20.5,0.5,21.0,0.0,0.0967409948542024,0.0,0.5,False
1356,20.5,19.5,1.0,22.5,-2.0,0.09705075445816186,0.0,0.5,False
1357,20.5,19.5,1.0,20.0,0.5,0.09684065934065934,0.0,0.5,False
1358,20.5,20.0,0.5,20.0,0.5,0.09803921568627451,0.0,0.5,False
1359,20.5,20.0,0.5,20.5,0.0,0.09702009702009702,0.0,0.5,False
1360,20.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,False
1361,21.0,20.0,1.0,17.5,3.5,0.09916247906197655,0.09916247906197655,1.0,False
1362,20.5,20.5,0.0,20.0,0.5,0.09667571234735414,0.0,0.5,False
1363,21.5,20.0,1.5,18.0,3.5,0.0,0.0,1.0,False
1364,21.5,20.5,1.0,20.5,1.0,0.09196547144754316,0.09196547144754316,1.0,False
1365,21.5,20.5,1.0,20.5,1.0,0.09219160104986876,0.09219160104986876,1.0,False
1366,21.5,20.5,1.0,18.0,3.5,0.08971409792967466,0.08971409792967466,1.0,False
1367,21.5,20.5,1.0,18.0,3.5,0.0,0.0,1.0,False
1368,21.5,20.5,1.0,21.5,0.0,0.0,0.0,1.0,False
1369,21.5,20.5,1.0,18.0,3.5,0.0,0.0,1.0,False
1370,22.0,20.5,1.5,18.0,4.0,0.0,0.0,0.5,False
1371,22.0,20.5,1.5,20.5,1.5,0.0,0.0,0.5,False
1372,22.0,20.5,1.5,21.5,0.5,0.09288730107177655,0.09288730107177655,0.5,False
1373,22.0,20.5,1.5,21.5,0.5,0.09105851413543721,0.09105851413543721,1.5,False
1374,22.0,20.5,1.5,20.5,1.5,0.0,0.0,1.5,False
1375,22.0,20.5,1.5,20.5,1.5,0.18775372124492556,0.18775372124492556,1.0,False
1376,22.5,20.5,2.0,19.5,3.0,0.09774436090225563,0.09774436090225563,2.0,False
1377,23.0,21.0,2.0,20.5,2.5,0.0,0.0,1.5,False
1378,22.5,21.0,1.5,20.5,2.0,0.0,0.0,0.5,False
1379,22.5,21.0,1.5,22.5,0.0,0.09072164948453608,0.0,0.5,False
1380,22.0,21.5,0.5,20.5,1.5,0.1906523201075992,0.09616677874915938,0.5,False
1381,22.0,21.5,0.5,19.5,2.5,0.0,0.0,0.5,False
1382,22.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,False
1383,24.0,22.0,2.0,22.5,1.5,0.0,0.0,1.5,False
1384,23.5,24.0,-0.5,22.0,1.5,0.09118852459016394,0.09118852459016394,0.5,False
1385,25.0,23.5,1.5,26.0,-1.0,0.09280821917808219,0.09280821917808219,0.5,False
1386,24.5,25.0,-0.5,24.0,0.5,0.09481277911370663,0.09481277911370663,0.5,False
1387,25.5,24.5,1.0,25.5,0.0,0.0,0.0,0.5,False
1388,25.5,25.5,0.0,25.5,0.0,0.09150102810143934,0.09150102810143934,1.0,False
1389,25.5,25.5,0.0,25.5,0.0,0.0,0.0,0.5,False
1390,27.5,25.5,2.0,26.5,1.0,0.0,0.0,1.0,False
1391,26.5,25.0,1.5,23.0,3.5,0.10033898305084746,0.10033898305084746,0.5,False
1392,26.5,26.0,0.5,20.5,6.0,0.09417989417989418,0.09417989417989418,2.0,False
1393,26.5,25.5,1.0,20.5,6.0,0.0,0.0,0.5,False
1394,26.5,26.0,0.5,23.5,3.0,0.0,0.0,1.5,False
1395,27.0,25.5,1.5,26.5,0.5,0.0,0.0,0.5,False
1396,27.0,26.5,0.5,14.5,12.5,0.09068797776233495,0.09068797776233495,1.0,False
1397,27.0,26.0,1.0,24.0,3.0,0.09408884225253585,0.09408884225253585,1.0,False
1398,26.5,26.0,0.5,23.0,3.5,0.0,0.0,0.5,False
1399,26.5,25.5,1.0,22.5,4.0,0.0924170616113744,0.0,0.5,False
1400,26.5,27.0,-0.5,24.0,2.5,0.0,0.0,0.5,False
1401,27.5,26.0,1.5,21.0,6.5,0.0,0.0,1.0,False
1402,28.0,26.0,2.0,28.0,0.0,0.0,0.0,0.5,False
1403,27.5,27.5,0.0,24.5,3.0,0.08827586206896551,0.08827586206896551,1.0,False
1404,27.0,26.5,0.5,28.0,-1.0,0.19600725952813067,0.19600725952813067,0.5,False
1405,27.0,26.5,0.5,20.5,6.5,0.3978142076502732,0.2969034608378871,0.5,False
1406,29.0,26.5,2.5,23.5,5.5,0.19738805970149254,0.19738805970149254,1.0,False
1407,29.0,27.5,1.5,23.5,5.5,0.30040695523492417,0.30040695523492417,1.0,False
1408,25.5,21.0,4.5,23.5,2.0,0.3000384172109105,0.3000384172109105,7.5,False
1409,28.0,25.5,2.5,18.0,10.0,0.39752716373173475,0.39752716373173475,10.0,False
1410,29.0,18.0,11.0,18.0,11.0,0.30971810089020774,0.30971810089020774,1.5,True
1411,28.5,27.5,1.0,29.0,-0.5,0.39276485788113696,0.39276485788113696,4.0,False
1412,29.5,28.5,1.0,19.0,10.5,0.31316857248247876,0.31316857248247876,1.0,False
1413,30.0,19.0,11.0,17.5,12.5,0.40134028294862245,0.40134028294862245,1.0,True
1414,30.5,17.5,13.0,27.5,3.0,0.10849909584086799,0.10849909584086799,1.5,False
1415,31.0,29.0,2.0,27.5,3.5,0.10652414301511243,0.10652414301511243,2.0,False
1416,30.0,29.0,1.0,27.0,3.0,0.20417124039517015,0.20417124039517015,0.5,False
1417,29.5,29.5,0.0,30.0,-0.5,0.3911127432978333,0.29966948218876244,2.5,False
1418,30.0,29.5,0.5,27.5,2.5,0.2970479704797048,0.2970479704797048,2.5,False
1419,30.0,27.5,2.5,22.5,7.5,0.31155963302752293,0.31155963302752293,12.5,False
1420,30.0,20.0,10.0,21.0,9.0,0.48488200589970504,0.3919616519174041,9.0,True
1421,32.0,29.5,2.5,30.5,1.5,0.1994847258005153,0.1994847258005153,1.0,False
1422,32.0,30.0,2.0,28.5,3.5,0.2931995540691193,0.19732441471571907,1.5,False
1423,32.0,30.5,1.5,30.5,1.5,0.1997808619430241,0.10993425858290723,0.5,False
1424,31.0,31.0,0.0,18.5,12.5,0.4058078927773641,0.4058078927773641,2.5,False
1425,31.5,19.0,12.5,29.0,2.5,0.3912087912087912,0.2978021978021978,8.5,True
1426,33.0,31.5,1.5,31.5,1.5,0.28838808250572956,0.28838808250572956,1.5,False
1427,33.0,32.5,0.5,31.5,1.5,0.28993640104751217,0.28993640104751217,1.0,False
1428,32.0,33.5,-1.5,25.5,6.5,0.19352351580570548,0.19352351580570548,2.0,False
1429,35.5,32.0,3.5,31.0,4.5,0.10698027314112292,0.10698027314112292,1.5,False
1430,33.0,34.0,-1.0,33.0,0.0,0.29244208127611093,0.29244208127611093,1.0,False
1431,33.5,34.5,-1.0,25.5,8.0,0.3936170212765957,0.293693009118541,1.5,False
1432,33.5,35.0,-1.5,34.0,-0.5,0.1991638160395287,0.09958190801976435,1.5,False
1433,32.5,34.0,-1.5,33.0,-0.5,0.1021021021021021,0.0,0.5,False
1434,32.5,32.5,0.0,33.5,-1.0,0.1961862852951962,0.10121012101210121,0.5,False
1435,33.5,32.5,1.0,33.5,0.0,0.3002958579881657,0.19674556213017752,1.0,False
1436,33.5,33.5,0.0,32.5,1.0,0.3020679468242245,0.1946085672082718,1.0,False
1437,32.0,32.5,-0.5,31.5,0.5,0.1992452830188679,0.09660377358490566,0.5,False
1438,32.5,31.5,1.0,32.5,0.0,0.19582542694497151,0.0937381404174573,1.0,False
1439,34.5,31.5,3.0,34.5,0.0,0.20270270270270271,0.10135135135135136,1.5,False
1440,32.0,34.0,-2.0,32.0,0.0,0.10401891252955082,0.0,1.5,False
1441,30.5,34.0,-3.5,30.5,0.0,0.09807767752059632,0.09807767752059632,1.5,False
1442,30.5,24.0,6.5,30.5,0.0,0.09793211080764729,0.09793211080764729,4.5,True
1443,30.5,31.0,-0.5,32.5,-2.0,0.09737678855325914,0.09737678855325914,4.0,False
1444,33.5,30.5,3.0,33.5,0.0,0.29307692307692307,0.09615384615384616,1.5,False
1445,32.5,33.0,-0.5,25.5,7.0,0.2935064935064935,0.19628942486085343,6.0,False
1446,33.5,33.0,0.5,28.0,5.5,0.30055658627087195,0.1981447124304267,0.5,False
1447,34.0,33.0,1.0,29.0,5.0,0.291970802919708,0.19452554744525546,0.5,False
1448,33.0,33.5,-0.5,27.0,6.0,0.2938299473288187,0.2938299473288187,7.5,False
1449,34.0,32.5,1.5,26.0,8.0,0.301255230125523,0.19931532902244198,0.5,False
1450,34.0,32.5,1.5,30.5,3.5,0.30654988575780656,0.20563594821020564,2.0,False
1451,33.5,32.5,1.0,26.5,7.0,0.3002670736360168,0.1995421594811141,1.0,False
1452,33.0,32.5,0.5,26.0,7.0,0.30254041570438794,0.20823710546574287,6.5,False
1453,33.0,31.0,2.0,26.0,7.0,0.3069535151747983,0.2116788321167883,7.0,False
1454,26.0,32.5,-6.5,30.5,-4.5,0.20908740854832497,0.20908740854832497,0.5,False
1455,30.5,30.5,0.0,25.5,5.0,0.2139838647714176,0.2139838647714176,5.0,False
1456,32.5,30.5,2.0,24.5,8.0,0.3108159392789374,0.21138519924098673,7.0,False
1457,33.0,31.0,2.0,29.5,3.5,0.2149886449659349,0.11733535200605602,1.0,False
1458,32.0,30.0,2.0,24.5,7.5,0.3050149700598802,0.3050149700598802,2.0,False
1459,31.5,30.5,1.0,26.0,5.5,0.21210981572019555,0.21210981572019555,1.5,False
1460,33.5,31.5,2.0,33.5,0.0,0.30255255255255253,0.20457957957957956,1.5,False
1461,33.0,33.0,0.0,31.5,1.5,0.20614359733530718,0.11139896373056994,1.5,False
1462,33.0,31.5,1.5,30.0,3.0,0.29874908020603386,0.20345842531272995,1.5,False
1463,33.0,33.0,0.0,33.0,0.0,0.20014556040756915,0.10698689956331878,1.5,False
1464,33.5,35.5,-2.0,33.5,0.0,0.29198682766191,0.19612147822905232,1.5,False
1465,34.0,35.0,-1.0,35.0,-1.0,0.20366300366300366,0.20366300366300366,0.5,False
1466,34.5,33.0,1.5,30.0,4.5,0.29706646862235425,0.29706646862235425,0.5,False
1467,34.0,33.0,1.0,29.5,4.5,0.2942045035068291,0.20044296788482835,1.5,False
1468,35.0,33.0,2.0,33.0,2.0,0.20221402214022138,0.20221402214022138,1.5,False
1469,33.0,33.0,0.0,33.0,0.0,0.2907618697092381,0.19543614280456387,1.0,False
1470,33.0,33.0,0.0,33.0,0.0,0.2995562130177515,0.1989644970414201,1.0,False
1471,35.0,33.0,2.0,32.5,2.5,0.2057538237436271,0.2057538237436271,1.0,False
1472,33.0,34.5,-1.5,33.0,0.0,0.29678638941398866,0.20113421550094518,1.5,False
1473,24.5,33.0,-8.5,26.0,-1.5,0.20173781639591992,0.20173781639591992,11.0,False
1474,32.0,24.5,7.5,30.0,2.0,0.10336906584992343,0.10336906584992343,2.0,True
1475,26.0,30.0,-4.0,30.0,-4.0,0.10069444444444445,0.10069444444444445,1.5,False
1476,33.5,24.0,9.5,26.5,7.0,0.29093005380476555,0.29093005380476555,0.5,False
1477,26.5,24.0,2.5,24.5,2.0,0.09578829668281774,0.09578829668281774,2.0,False
1478,34.5,34.5,0.0,30.5,4.0,0.29456193353474325,0.10120845921450151,1.0,False
1479,33.5,33.5,0.0,31.0,2.5,0.10365623822088202,0.10365623822088202,0.5,False
1480,34.5,34.5,0.0,34.0,0.5,0.20178704393149666,0.10201042442293373,1.0,False
1481,31.0,34.5,-3.5,31.0,0.0,0.10468116476225581,0.10468116476225581,4.0,False
1482,34.0,34.5,-0.5,31.0,3.0,0.2048148148148148,0.2048148148148148,1.5,False
1483,33.5,34.0,-0.5,31.5,2.0,0.20620842572062084,0.11160384331116038,0.5,False
1484,33.5,34.5,-1.0,26.5,7.0,0.20157657657657657,0.20157657657657657,2.5,False
1485,33.5,35.0,-1.5,26.0,7.5,0.2968692449355433,0.2968692449355433,0.5,False
1486,33.5,33.5,0.0,34.0,-0.5,0.30036900369003694,0.2011070110701107,2.5,False
1487,34.0,33.5,0.5,31.0,3.0,0.20441988950276244,0.20441988950276244,0.5,False
1488,34.5,33.0,1.5,31.0,3.5,0.20179037672510258,0.10593062290190228,0.5,False
1489,34.0,33.0,1.0,24.5,9.5,0.20595903165735568,0.20595903165735568,1.0,False
1490,33.5,33.5,0.0,30.5,3.0,0.19955323901712585,0.19955323901712585,1.5,False
1491,32.5,33.5,-1.0,32.0,0.5,0.30166975881261593,0.30166975881261593,0.5,False
1492,32.5,33.5,-1.0,32.5,0.0,0.19954128440366972,0.10397553516819572,0.5,False
1493,32.5,33.0,-0.5,32.5,0.0,0.38925680647534955,0.19573215599705668,0.5,False
1494,32.0,32.0,0.0,25.5,6.5,0.3919616519174041,0.29572271386430676,8.5,False
1495,32.5,32.0,0.5,32.5,0.0,0.2954630671166104,0.19647544056992877,0.5,False
1496,32.0,32.5,-0.5,23.5,8.5,0.38730520714557204,0.29038388445458,1.0,False
1497,32.5,32.5,0.0,32.5,0.0,0.2925632314080785,0.2925632314080785,1.0,False
1498,32.5,32.5,0.0,32.5,0.0,0.09882620219613783,0.09882620219613783,0.5,False
1499,32.0,33.0,-1.0,32.0,0.0,0.3864985163204748,0.2908011869436202,8.0,False
1500,32.0,31.0,1.0,31.0,1.0,0.2974683544303797,0.19694713328369323,1.0,False
1501,32.0,31.0,1.0,31.5,0.5,0.19678264122708566,0.09988776655443322,0.5,False
1502,31.5,31.0,0.5,24.0,7.5,0.19634006862371328,0.19634006862371328,7.5,False
1503,31.5,31.0,0.5,24.0,7.5,0.2914647782333209,0.19642191576593365,1.0,False
1504,24.0,31.0,-7.0,24.0,0.0,0.2849182763744428,0.2849182763744428,1.0,False
1505,31.0,30.5,0.5,23.0,8.0,0.2966666666666667,0.19777777777777777,0.5,False
1506,30.5,31.0,-0.5,24.0,6.5,0.2913907284768212,0.19830757910228108,6.5,False
1507,31.0,30.5,0.5,23.0,8.0,0.3830168398423504,0.3830168398423504,0.5,False
1508,31.5,30.5,1.0,26.5,5.0,0.19042397660818713,0.19042397660818713,1.0,False
1509,32.0,20.5,11.5,30.5,1.5,0.18952346307748275,0.09567115314659877,1.5,False
1510,31.0,32.0,-1.0,23.5,7.5,0.2872687704026115,0.1922379397896264,1.0,False
1511,31.0,31.0,0.0,26.5,4.5,0.20028109627547436,0.20028109627547436,0.5,False
1512,31.0,31.0,0.0,26.5,4.5,0.29390808692554327,0.29390808692554327,0.5,False
1513,30.5,31.0,-0.5,26.5,4.0,0.28987566607460036,0.28987566607460036,2.0,False
1514,30.5,30.5,0.0,26.5,4.0,0.28796561604584525,0.28796561604584525,2.0,False
1515,28.5,29.5,-1.0,28.0,0.5,0.2935680919870643,0.1979877829680201,2.0,False
1516,30.5,29.5,1.0,31.5,-1.0,0.1984924623115578,0.1984924623115578,1.5,False
1517,30.0,29.5,0.5,22.0,8.0,0.4019679300291545,0.3010204081632653,5.5,False
1518,29.5,29.5,0.0,24.5,5.0,0.29510646245797534,0.10459469555472543,5.0,False
1519,30.0,29.5,0.5,15.5,14.5,0.2950639853747715,0.2950639853747715,2.5,False
1520,30.5,30.0,0.5,27.5,3.0,0.20291970802919707,0.20291970802919707,1.0,False
1521,29.5,30.5,-1.0,20.5,9.0,0.29879165140974,0.29879165140974,2.0,False
1522,29.0,30.0,-1.0,21.5,7.5,0.298143429195486,0.298143429195486,1.5,False
1523,29.0,28.5,0.5,17.0,12.0,0.29198130169003955,0.29198130169003955,0.5,False
1524,30.0,28.5,1.5,21.5,8.5,0.19815498154981548,0.19815498154981548,0.5,False
1525,28.5,28.5,0.0,25.5,3.0,0.19912631962140517,0.19912631962140517,1.0,False
1526,28.0,27.5,0.5,21.5,6.5,0.19548063127690102,0.19548063127690102,2.5,False
1527,28.0,27.5,0.5,21.0,7.0,0.2064676616915423,0.2064676616915423,2.5,False
1528,27.5,28.0,-0.5,17.0,10.5,0.3999264164827079,0.3999264164827079,10.5,False
1529,28.0,27.5,0.5,19.0,9.0,0.38822679667750093,0.2950523654749007,1.0,False
1530,28.5,27.5,1.0,23.0,5.5,0.2917282127031019,0.2917282127031019,1.0,False
1531,29.0,27.5,1.5,25.5,3.5,0.29000724112961623,0.1897175959449674,1.5,False
1532,27.5,27.5,0.0,25.5,2.0,0.19338043882484196,0.19338043882484196,5.0,False
1533,27.0,27.0,0.0,23.5,3.5,0.2866402592725963,0.2866402592725963,1.0,False
1534,27.0,26.5,0.5,27.0,0.0,0.19404069767441862,0.19404069767441862,4.5,False
1535,27.5,27.0,0.5,26.5,1.0,0.21030042918454936,0.21030042918454936,1.5,False
1536,26.0,26.0,0.0,26.5,-0.5,0.3938618925831202,0.2941176470588235,0.5,False
1537,26.5,25.5,1.0,26.5,0.0,0.1965255157437568,0.1965255157437568,1.5,False
1538,26.0,25.0,1.0,22.5,3.5,0.2995735607675906,0.20611229566453448,1.5,False
1539,25.5,22.5,3.0,22.5,3.0,0.09708392603129445,0.09708392603129445,0.5,False
1540,25.0,22.5,2.5,20.5,4.5,0.39327485380116955,0.39327485380116955,2.5,False
1541,25.0,25.0,0.0,19.5,5.5,0.09379457917261055,0.09379457917261055,0.5,False
1542,24.5,24.5,0.0,22.0,2.5,0.19281045751633985,0.19281045751633985,2.5,False
1543,25.5,22.5,3.0,21.5,4.0,0.10160233066278222,0.10160233066278222,4.0,False
1544,25.0,25.5,-0.5,23.0,2.0,0.286119985800497,0.286119985800497,1.5,False
1545,25.0,23.0,2.0,23.0,2.0,0.19002458728486127,0.19002458728486127,2.0,False
1546,26.0,25.0,1.0,21.5,4.5,0.0931159420289855,0.0931159420289855,1.0,False
1547,26.0,25.0,1.0,25.0,1.0,0.19222462203023757,0.19222462203023757,1.0,False
1548,25.0,25.0,0.0,21.0,4.0,0.0890658942795076,0.0890658942795076,0.5,False
1549,24.0,24.0,0.0,21.0,3.0,0.09185441941074524,0.09185441941074524,0.5,False
1550,25.0,23.0,2.0,20.0,5.0,0.0,0.0,1.5,False
1551,24.5,24.5,0.0,21.5,3.0,0.09053638537751965,0.09053638537751965,1.5,False
1552,24.5,24.5,0.0,21.5,3.0,0.0,0.0,0.5,False
1553,24.5,24.0,0.5,24.5,0.0,0.0,0.0,0.5,False
1554,24.5,24.0,0.5,22.5,2.0,0.0,0.0,0.5,False
1555,24.0,24.5,-0.5,19.5,4.5,0.0,0.0,1.0,False
1556,23.5,24.5,-1.0,22.0,1.5,0.18321392016376664,0.09041282838621631,1.5,False
1557,23.5,23.0,0.5,23.5,0.0,0.09957924263674614,0.09957924263674614,0.5,False
1558,22.5,23.0,-0.5,22.0,0.5,0.09403508771929825,0.09403508771929825,0.5,False
1559,22.0,22.0,0.0,22.0,0.0,0.2965277777777778,0.2965277777777778,0.5,False
1560,22.0,22.0,0.0,19.0,3.0,0.18901398839986353,0.18901398839986353,0.5,False
1561,21.5,22.0,-0.5,20.5,1.0,0.1,0.1,1.0,False
1562,22.0,21.5,0.5,22.0,0.0,0.20027720027720028,0.0,0.5,False
1563,22.0,20.0,2.0,17.5,4.5,0.29969727547931385,0.09519004372687521,1.5,False
1564,21.5,21.5,0.0,22.5,-1.0,0.19574609504818877,0.09238949817215021,1.5,False
1565,21.5,21.5,0.0,21.5,0.0,0.19323357189329862,0.19323357189329862,1.5,False
1566,22.0,21.5,0.5,17.0,5.0,0.2812809508088478,0.1908220534829977,0.5,False
1567,21.5,21.5,0.0,17.0,4.5,0.20100166944908182,0.0,0.5,False
1568,21.0,21.0,0.0,17.5,3.5,0.09842122942559624,0.0,1.5,False
1569,21.0,21.0,0.0,21.0,0.0,0.0,0.0,0.5,False
1570,21.0,20.5,0.5,17.0,4.0,0.09306260575296109,0.0,0.5,False
1571,21.0,20.5,0.5,20.5,0.5,0.09767277856135402,0.09767277856135402,0.5,False
1572,21.5,20.5,1.0,21.5,0.0,0.18841082581540597,0.18841082581540597,1.5,False
1573,21.5,20.5,1.0,21.5,0.0,0.09261838440111421,0.09261838440111421,1.0,False
1574,21.5,19.5,2.0,21.5,0.0,0.0,0.0,0.5,False
1575,21.5,20.5,1.0,20.0,1.5,0.09655172413793103,0.09655172413793103,1.0,False
1576,20.5,20.5,0.0,20.0,0.5,0.1018646408839779,0.1018646408839779,0.5,False
1577,20.5,20.0,0.5,21.5,-1.0,0.19339462036091248,0.19339462036091248,0.5,False
1578,20.5,20.5,0.0,21.5,-1.0,0.18518518518518517,0.18518518518518517,0.5,False
1579,21.5,20.5,1.0,21.5,0.0,0.0,0.0,1.0,False
1580,21.5,20.5,1.0,21.5,0.0,0.0,0.0,1.0,False
1581,21.5,20.5,1.0,20.0,1.5,0.0,0.0,0.5,False
1582,21.5,20.5,1.0,20.0,1.5,0.0,0.0,1.0,False
1583,21.0,20.5,0.5,21.5,-0.5,0.0,0.0,1.0,False
1584,21.5,20.0,1.5,20.0,1.5,0.0,0.0,1.5,False
1585,21.5,20.0,1.5,21.5,0.0,0.0,0.0,1.5,False
1586,21.0,20.0,1.0,21.5,-0.5,0.0,0.0,1.0,False
1587,21.5,20.0,1.5,21.5,0.0,0.0,0.0,1.0,False
1588,21.5,20.0,1.5,21.5,0.0,0.0,0.0,1.0,False
1589,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1590,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1591,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1592,21.5,20.0,1.5,20.0,1.5,0.0,0.0,1.0,False
1593,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1594,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1595,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
1596,21.5,20.0,1.5,20.0,1.5,0.0,0.0,1.0,False
1597,20.5,20.0,0.5,17.5,3.0,0.0,0.0,0.5,False
1598,20.5,20.0,0.5,17.5,3.0,0.0,0.0,0.5,False
1599,20.5,20.0,0.5,20.0,0.5,0.09139248919906946,0.09139248919906946,0.5,False
1600,20.0,20.0,0.0,20.0,0.0,0.09190444591904445,0.09190444591904445,1.0,False
1601,20.0,20.0,0.0,17.5,2.5,0.09190444591904445,0.09190444591904445,1.0,False
1602,20.5,20.0,0.5,17.5,3.0,0.09232813018930588,0.09232813018930588,0.5,False
1603,20.0,20.0,0.0,17.5,2.5,0.09284525790349418,0.09284525790349418,1.0,False
1604,20.0,20.0,0.0,17.5,2.5,0.09392631928310653,0.09392631928310653,1.5,False
1605,20.0,20.0,0.0,17.5,2.5,0.0,0.0,1.5,False
1606,20.0,20.0,0.0,17.5,2.5,0.09265387160820648,0.09265387160820648,0.5,False
1607,20.0,20.0,0.0,17.5,2.5,0.0,0.0,1.5,False
1608,20.0,20.0,0.0,19.5,0.5,0.0,0.0,1.5,False
1609,20.0,20.0,0.0,15.5,4.5,0.0926170072511536,0.0926170072511536,1.5,False
1610,20.0,20.0,0.0,15.5,4.5,0.09205716184778996,0.09205716184778996,0.5,False
