frame,baseline_alpha_deg,matlab_alpha_deg,baseline_raw_error_deg,localmax_alpha_deg,delta_localmax_deg,mass_below_8deg,mass_below_10deg,gap_to_lower_deg,oracle_high_angle_overweight
302,21.5,21.0,0.5,16.5,5.0,0.18703578663065495,0.0,0.5,False
303,21.5,21.0,0.5,16.0,5.5,0.09935789117945251,0.0,0.5,False
304,22.0,21.5,0.5,15.5,6.5,0.09713533091866974,0.0,1.0,False
305,22.5,21.5,1.0,19.0,3.5,0.09592326139088729,0.09592326139088729,0.5,False
306,22.5,22.0,0.5,20.0,2.5,0.0,0.0,0.5,False
307,22.5,22.0,0.5,19.0,3.5,0.0,0.0,0.5,False
308,22.5,22.5,0.0,20.0,2.5,0.09714673913043478,0.09714673913043478,0.5,False
309,22.5,22.0,0.5,20.5,2.0,0.19863713798977853,0.10187393526405451,0.5,False
310,22.5,21.5,1.0,20.5,2.0,0.18991304347826088,0.09669565217391304,0.5,False
311,22.5,21.5,1.0,20.5,2.0,0.09644322845417237,0.09644322845417237,0.5,False
312,23.0,22.5,0.5,19.5,3.5,0.0,0.0,0.5,False
313,23.5,23.0,0.5,23.0,0.5,0.0,0.0,0.5,False
314,23.5,23.0,0.5,23.0,0.5,0.0,0.0,1.0,False
315,24.0,23.0,1.0,21.5,2.5,0.18793342579750347,0.09466019417475728,0.5,False
316,24.0,24.0,0.0,23.0,1.0,0.0,0.0,0.5,False
317,25.0,24.0,1.0,25.0,0.0,0.0,0.0,1.0,False
318,24.5,24.0,0.5,21.5,3.0,0.2756497948016416,0.2756497948016416,1.0,False
319,25.0,23.5,1.5,19.5,5.5,0.2830585759382673,0.18695194668537357,1.0,False
320,25.0,23.5,1.5,22.0,3.0,0.1958974358974359,0.1958974358974359,0.5,False
321,25.5,23.5,2.0,24.0,1.5,0.09442353746151215,0.09442353746151215,0.5,False
322,24.5,25.5,-1.0,24.5,0.0,0.19659332860184528,0.19659332860184528,3.0,False
323,24.5,24.5,0.0,26.0,-1.5,0.19778254649499286,0.19778254649499286,3.0,False
324,26.0,24.5,1.5,22.5,3.5,0.19515669515669515,0.19515669515669515,1.5,False
325,26.5,24.5,2.0,24.0,2.5,0.28265376641326884,0.28265376641326884,1.5,False
326,26.5,25.0,1.5,21.5,5.0,0.19089625970359916,0.19089625970359916,1.5,False
327,24.5,25.0,-0.5,22.0,2.5,0.28361344537815125,0.28361344537815125,2.5,False
328,25.0,24.5,0.5,22.0,3.0,0.3848672244452528,0.3848672244452528,0.5,False
329,26.5,15.5,11.0,26.0,0.5,0.09391304347826086,0.09391304347826086,0.5,True
330,26.5,25.5,1.0,20.0,6.5,0.09503394069310468,0.09503394069310468,1.0,False
331,27.0,25.5,1.5,23.0,4.0,0.09646302250803858,0.09646302250803858,2.0,False
332,27.5,27.0,0.5,26.0,1.5,0.19075354932653804,0.09719694211867491,1.5,False
333,27.5,25.0,2.5,24.0,3.5,0.09600560616678346,0.09600560616678346,0.5,False
334,27.0,19.0,8.0,28.0,-1.0,0.09704941343761109,0.09704941343761109,0.5,False
335,27.5,27.0,0.5,22.5,5.0,0.20136641495864796,0.20136641495864796,0.5,False
336,28.0,26.0,2.0,28.0,0.0,0.18577075098814227,0.18577075098814227,0.5,False
337,28.5,26.0,2.5,25.0,3.5,0.0,0.0,0.5,False
338,28.0,26.0,2.0,27.5,0.5,0.1930856932695844,0.1930856932695844,2.0,False
339,29.0,26.5,2.5,24.0,5.0,0.19707495429616087,0.19707495429616087,0.5,False
340,28.0,28.0,0.0,23.0,5.0,0.10973318301390454,0.10973318301390454,1.5,False
341,28.5,28.5,0.0,28.5,0.0,0.0977032446226759,0.0977032446226759,4.0,False
342,28.5,28.0,0.5,23.5,5.0,0.10776662950575994,0.10776662950575994,4.5,False
343,28.5,24.0,4.5,23.0,5.5,0.19607129865405604,0.19607129865405604,5.5,False
344,27.5,26.0,1.5,26.5,1.0,0.29477882523567805,0.29477882523567805,1.0,False
345,28.5,27.5,1.0,18.0,10.5,0.2860705379408621,0.2860705379408621,1.5,False
346,28.5,21.5,7.0,21.5,7.0,0.188018765788524,0.188018765788524,1.5,True
347,30.0,21.5,8.5,27.0,3.0,0.19368570415040795,0.10074494501596311,1.0,True
348,29.0,29.0,0.0,29.0,0.0,0.1961756373937677,0.1961756373937677,1.5,False
349,29.0,29.0,0.0,24.5,4.5,0.09992937853107345,0.09992937853107345,1.0,False
350,30.5,29.5,1.0,30.5,0.0,0.10415926057589762,0.10415926057589762,1.0,False
351,30.5,30.5,0.0,27.5,3.0,0.2936708860759494,0.2936708860759494,0.5,False
352,31.0,30.0,1.0,31.0,0.0,0.103032517354768,0.103032517354768,1.0,False
353,30.5,31.0,-0.5,34.5,-4.0,0.1884476534296029,0.1884476534296029,1.5,False
354,30.5,30.5,0.0,28.0,2.5,0.10242490047050308,0.10242490047050308,0.5,False
355,30.5,31.0,-0.5,31.0,-0.5,0.09246697607997144,0.09246697607997144,0.5,False
356,30.5,31.5,-1.0,32.0,-1.5,0.28141263940520445,0.28141263940520445,1.0,False
357,31.5,31.0,0.5,33.5,-2.0,0.19515720997470185,0.19515720997470185,1.0,False
358,32.0,30.5,1.5,32.0,0.0,0.28888888888888886,0.28888888888888886,1.5,False
359,32.0,20.5,11.5,30.5,1.5,0.3913533834586466,0.3913533834586466,1.5,True
360,31.0,20.5,10.5,20.5,10.5,0.3929797787104159,0.3929797787104159,1.0,True
361,32.0,20.5,11.5,20.5,11.5,0.3069306930693069,0.3069306930693069,1.5,True
362,31.0,20.5,10.5,30.5,0.5,0.48717948717948717,0.39064856711915535,8.5,True
363,30.5,20.5,10.0,22.5,8.0,0.39591836734693875,0.29907235621521333,8.0,True
364,31.0,30.5,0.5,31.0,0.0,0.2039745031871016,0.2039745031871016,0.5,False
365,32.0,31.0,1.0,24.0,8.0,0.2977844536237326,0.20202778820878708,1.5,False
366,32.5,32.0,0.5,23.0,9.5,0.3886562618956985,0.29577464788732394,1.0,False
367,33.0,31.0,2.0,32.5,0.5,0.28717573986116185,0.28717573986116185,0.5,False
368,33.0,32.5,0.5,30.5,2.5,0.19642177388656262,0.19642177388656262,1.0,False
369,31.0,33.0,-2.0,24.0,7.0,0.39410395655546937,0.2940263770364624,7.0,False
370,32.0,33.0,-1.0,24.0,8.0,0.2977308294209703,0.20226917057902974,1.5,False
371,33.5,32.0,1.5,32.0,1.5,0.19440124416796267,0.09720062208398134,1.5,False
372,34.0,33.5,0.5,32.0,2.0,0.1949586451358803,0.1949586451358803,1.5,False
373,33.5,34.0,-0.5,32.0,1.5,0.09956366521221738,0.09956366521221738,1.5,False
374,32.5,33.5,-1.0,26.0,6.5,0.2993730407523511,0.19788401253918494,0.5,False
375,30.0,33.5,-3.5,26.5,3.5,0.20038167938931298,0.20038167938931298,3.5,False
376,34.0,32.0,2.0,30.0,4.0,0.20062451209992194,0.20062451209992194,1.5,False
377,33.5,34.0,-0.5,32.5,1.0,0.2982857142857143,0.19542857142857145,1.0,False
378,33.5,32.5,1.0,30.0,3.5,0.2962962962962963,0.19434898816342117,1.5,False
379,31.5,31.5,0.0,30.0,1.5,0.19107075293227394,0.09648127128263337,1.5,False
380,32.0,30.0,2.0,32.0,0.0,0.09572072072072071,0.09572072072072071,2.0,False
381,32.0,32.0,0.0,30.0,2.0,0.28909774436090224,0.28909774436090224,2.0,False
382,32.0,30.0,2.0,23.0,9.0,0.2905918057663126,0.2905918057663126,1.5,False
383,33.5,30.5,3.0,29.0,4.5,0.19733333333333333,0.09447619047619048,0.5,False
384,32.0,33.5,-1.5,30.5,1.5,0.19687738004569688,0.19687738004569688,1.5,False
385,33.5,30.5,3.0,25.0,8.5,0.20007578628268283,0.09662751042061386,0.5,False
386,33.0,32.0,1.0,25.0,8.0,0.29467321496033244,0.19267094824329428,0.5,False
387,33.0,32.0,1.0,25.0,8.0,0.2965648854961832,0.1954198473282443,2.5,False
388,32.5,32.5,0.0,30.5,2.0,0.29290617848970246,0.29290617848970246,2.0,False
389,33.0,32.5,0.5,25.5,7.5,0.20197044334975367,0.20197044334975367,2.5,False
390,32.5,30.5,2.0,30.5,2.0,0.2987409385730637,0.2987409385730637,2.0,False
391,33.0,32.0,1.0,30.5,2.5,0.2973593570608496,0.2973593570608496,2.5,False
392,30.5,32.0,-1.5,32.5,-2.0,0.2962103634957463,0.19992266047950502,5.0,False
393,33.0,34.5,-1.5,33.0,0.0,0.2932618683001531,0.194104134762634,2.5,False
394,34.5,32.5,2.0,32.5,2.0,0.28694673668417103,0.28694673668417103,1.0,False
395,33.0,34.5,-1.5,31.0,2.0,0.2006102212051869,0.2006102212051869,2.0,False
396,31.0,31.0,0.0,29.0,2.0,0.29783889980353634,0.20196463654223967,5.5,False
397,32.5,31.0,1.5,31.0,1.5,0.1925754060324826,0.1925754060324826,1.5,False
398,33.5,32.5,1.0,25.5,8.0,0.28917982287254523,0.09703504043126684,1.0,False
399,33.5,32.5,1.0,33.5,0.0,0.3894212341893446,0.1939440398620161,8.0,False
400,34.0,33.0,1.0,25.5,8.5,0.3003875968992248,0.10193798449612403,0.5,False
401,34.0,25.5,8.5,25.5,8.5,0.39004629629629634,0.2908950617283951,0.5,True
402,34.5,25.5,9.0,25.5,9.0,0.29439435515484125,0.09682477459819679,0.5,True
403,34.5,34.0,0.5,31.0,3.5,0.38843616608459447,0.09390764454792394,1.0,False
404,34.0,34.5,-0.5,36.0,-2.0,0.3912707609115489,0.19428350714561607,0.5,False
405,34.5,34.0,0.5,36.0,-1.5,0.2945072068562524,0.09700038955979742,9.0,False
406,34.0,34.5,-0.5,25.5,8.5,0.3908271266170129,0.2908663269306154,8.5,False
407,35.0,32.5,2.5,32.5,2.5,0.19687500000000002,0.098828125,1.0,False
408,34.0,33.5,0.5,35.5,-1.5,0.39060031595576616,0.2914691943127962,1.5,False
409,33.0,35.5,-2.5,31.5,1.5,0.19960474308300397,0.0992094861660079,1.0,False
410,33.0,32.0,1.0,32.5,0.5,0.1966248037676609,0.09733124018838304,0.5,False
411,33.0,34.5,-1.5,30.5,2.5,0.2926070038910506,0.19416342412451362,0.5,False
412,32.0,30.5,1.5,24.5,7.5,0.3015325670498084,0.2003831417624521,1.5,False
413,33.0,25.0,8.0,30.5,2.5,0.3038314176245211,0.20344827586206898,2.5,True
414,32.5,25.0,7.5,30.5,2.0,0.3994638069705094,0.2995021064726159,2.0,True
415,32.5,25.0,7.5,24.5,8.0,0.3083301922352054,0.2046739540143234,2.0,True
416,32.5,30.5,2.0,30.5,2.0,0.30549110595514306,0.20262954369682906,2.0,False
417,33.0,30.5,2.5,30.5,2.5,0.391640866873065,0.19427244582043346,2.5,False
418,33.5,33.0,0.5,26.5,7.0,0.20107858243451465,0.20107858243451465,0.5,False
419,30.5,31.0,-0.5,26.5,4.0,0.09833465503568596,0.09833465503568596,4.0,False
420,33.0,33.5,-0.5,33.0,0.0,0.2998851014936806,0.19264649559555724,1.0,False
421,33.0,30.5,2.5,24.5,8.5,0.39977134146341464,0.29725609756097565,8.5,False
422,34.0,24.5,9.5,24.0,10.0,0.1986455981941309,0.1986455981941309,0.5,True
423,34.0,33.0,1.0,16.0,18.0,0.2915407854984894,0.2915407854984894,0.5,False
424,34.0,30.0,4.0,21.0,13.0,0.29579067121729236,0.29579067121729236,1.0,False
425,33.0,32.0,1.0,21.0,12.0,0.3014009844755774,0.20030291556228702,0.5,False
426,32.0,32.0,0.0,21.0,11.0,0.38714613618974747,0.38714613618974747,11.0,False
427,33.0,32.0,1.0,18.0,15.0,0.40029985007496255,0.40029985007496255,1.5,False
428,32.0,32.0,0.0,23.5,8.5,0.3911719939117199,0.2914764079147641,8.5,False
429,33.0,32.0,1.0,26.5,6.5,0.19220779220779222,0.09239332096474953,1.0,False
430,32.0,31.5,0.5,26.5,5.5,0.19601952684941795,0.09763424708974841,0.5,False
431,32.0,32.0,0.0,21.0,11.0,0.29336266960029334,0.19545287862119545,1.0,False
432,32.0,32.0,0.0,23.0,9.0,0.2898330804248862,0.2898330804248862,1.0,False
433,32.0,31.0,1.0,29.0,3.0,0.2944693572496263,0.19656203288490284,0.5,False
434,32.0,31.0,1.0,22.5,9.5,0.38867924528301884,0.29471698113207545,1.0,False
435,32.0,30.5,1.5,32.0,0.0,0.2978563369687852,0.2978563369687852,0.5,False
436,32.0,32.0,0.0,32.0,0.0,0.30368681109844164,0.30368681109844164,1.5,False
437,31.5,19.0,12.5,19.5,12.0,0.40015302218821724,0.40015302218821724,1.0,True
438,19.5,27.5,-8.0,19.5,0.0,0.09908186687069626,0.09908186687069626,2.0,False
439,31.0,27.5,3.5,19.5,11.5,0.49864603481624753,0.49864603481624753,11.5,False
440,31.5,28.0,3.5,31.5,0.0,0.30114942528735633,0.30114942528735633,1.0,False
441,31.0,27.5,3.5,31.0,0.0,0.2070175438596491,0.2070175438596491,1.5,False
442,31.0,26.5,4.5,31.0,0.0,0.3056954668733049,0.3056954668733049,0.5,False
443,30.5,29.5,1.0,19.0,11.5,0.4008342813803564,0.4008342813803564,11.5,False
444,19.5,30.5,-11.0,19.5,0.0,0.0,0.0,1.5,False
445,24.5,27.5,-3.0,19.5,5.0,0.1959721146398141,0.10147172734314484,5.0,False
446,29.0,27.0,2.0,20.5,8.5,0.4007936507936508,0.3003968253968254,4.5,False
447,19.0,27.0,-8.0,27.0,-8.0,0.09896828429499427,0.0,1.5,False
448,30.5,26.5,4.0,29.5,1.0,0.30524703178858675,0.30524703178858675,1.0,False
449,29.5,29.0,0.5,19.0,10.5,0.3044649730561971,0.3044649730561971,3.0,False
450,29.5,26.5,3.0,19.5,10.0,0.2903225806451613,0.2903225806451613,6.0,False
451,29.0,29.5,-0.5,24.0,5.0,0.3020911127707244,0.3020911127707244,3.0,False
452,30.0,29.0,1.0,28.5,1.5,0.19191919191919193,0.19191919191919193,1.5,False
453,29.0,30.0,-1.0,28.5,0.5,0.20196463654223967,0.20196463654223967,0.5,False
454,28.5,24.0,4.5,27.0,1.5,0.3948995363214838,0.2979134466769706,0.5,False
455,29.0,25.5,3.5,29.0,0.0,0.10505986867516416,0.10505986867516416,0.5,False
456,28.0,27.5,0.5,27.5,0.5,0.293984962406015,0.293984962406015,1.0,False
457,28.0,28.0,0.0,25.5,2.5,0.2971556886227545,0.2971556886227545,1.5,False
458,26.5,26.5,0.0,26.5,0.0,0.2827050997782705,0.18883961566888396,0.5,False
459,27.5,24.5,3.0,26.5,1.0,0.19955735890815196,0.19955735890815196,0.5,False
460,27.0,25.5,1.5,25.0,2.0,0.2895223991114402,0.2895223991114402,2.0,False
461,27.0,26.5,0.5,26.5,0.5,0.09538002980625931,0.09538002980625931,0.5,False
462,27.0,24.5,2.5,26.5,0.5,0.19392857142857142,0.19392857142857142,0.5,False
463,26.5,27.0,-0.5,26.5,0.0,0.29613885936946516,0.29613885936946516,1.5,False
464,27.5,24.0,3.5,26.0,1.5,0.2030905077262693,0.2030905077262693,1.5,False
465,27.0,26.0,1.0,27.0,0.0,0.09635416666666667,0.09635416666666667,1.5,False
466,26.5,26.5,0.0,26.5,0.0,0.09373842163764357,0.09373842163764357,1.5,False
467,26.5,26.5,0.0,26.5,0.0,0.09537166900420757,0.09537166900420757,0.5,False
468,26.5,26.0,0.5,19.5,7.0,0.10050251256281408,0.10050251256281408,0.5,False
469,26.0,25.5,0.5,26.0,0.0,0.09211908931698774,0.09211908931698774,1.0,False
470,25.0,25.5,-0.5,25.5,-0.5,0.09411362080766598,0.09411362080766598,1.5,False
471,25.5,25.5,0.0,25.5,0.0,0.0,0.0,1.0,False
472,25.5,25.5,0.0,25.5,0.0,0.18453865336658354,0.18453865336658354,0.5,False
473,25.0,25.0,0.0,23.5,1.5,0.0,0.0,1.0,False
474,25.0,25.0,0.0,21.0,4.0,0.18329718004338394,0.09038322487346348,0.5,False
475,25.0,25.0,0.0,23.0,2.0,0.09557774607703282,0.09557774607703282,0.5,False
476,24.5,25.0,-0.5,24.5,0.0,0.0,0.0,0.5,False
477,24.0,24.0,0.0,23.0,1.0,0.0,0.0,0.5,False
478,24.0,24.0,0.0,24.5,-0.5,0.09560632688927943,0.0,0.5,False
479,23.5,23.5,0.0,21.5,2.0,0.0,0.0,0.5,False
480,23.5,23.5,0.0,22.5,1.0,0.0,0.0,1.0,False
481,23.0,23.5,-0.5,22.5,0.5,0.0,0.0,0.5,False
482,22.5,23.5,-1.0,22.5,0.0,0.0,0.0,0.5,False
483,23.5,22.5,1.0,23.5,0.0,0.0,0.0,0.5,False
484,23.5,23.5,0.0,19.0,4.5,0.0,0.0,1.0,False
485,23.5,23.5,0.0,20.5,3.0,0.0,0.0,0.5,False
486,23.0,23.5,-0.5,18.0,5.0,0.09985369422092173,0.09985369422092173,1.5,False
487,23.0,23.0,0.0,20.5,2.5,0.09352014010507881,0.09352014010507881,1.5,False
488,22.5,21.5,1.0,22.5,0.0,0.19080882352941175,0.19080882352941175,1.0,False
489,22.0,22.5,-0.5,19.0,3.0,0.09847679773290825,0.09847679773290825,4.5,False
490,21.5,21.0,0.5,20.5,1.0,0.0,0.0,1.5,False
491,21.5,21.5,0.0,19.0,2.5,0.0,0.0,0.5,False
492,21.0,21.0,0.0,17.0,4.0,0.18923551594103533,0.0911895783339047,1.5,False
493,21.0,21.0,0.0,19.0,2.0,0.195097037793667,0.09567585972080354,2.0,False
494,19.0,19.0,0.0,19.0,0.0,0.092208234093229,0.0,2.5,False
495,20.5,19.0,1.5,19.0,1.5,0.18636668905305576,0.0,1.0,False
496,20.5,19.0,1.5,19.0,1.5,0.09195402298850575,0.0,1.0,False
497,19.5,20.5,-1.0,19.0,0.5,0.09802609568417531,0.0,0.5,False
498,20.5,20.5,0.0,21.0,-0.5,0.18512396694214878,0.09057851239669422,1.5,False
499,20.5,20.5,0.0,16.5,4.0,0.1894214876033058,0.09024793388429753,1.5,False
500,21.5,20.0,1.5,17.0,4.5,0.09425821440424825,0.09425821440424825,1.5,False
501,20.5,20.5,0.0,15.5,5.0,0.094054417198522,0.0,0.5,False
502,20.5,20.0,0.5,15.5,5.0,0.09081735620585267,0.0,2.5,False
503,21.0,20.5,0.5,16.5,4.5,0.1028533510285335,0.0,0.5,False
504,21.0,21.0,0.0,16.5,4.5,0.10593362386858866,0.0,0.5,False
505,21.0,20.0,1.0,18.0,3.0,0.0,0.0,0.5,False
506,20.5,20.0,0.5,20.5,0.0,0.0,0.0,1.0,False
507,20.5,20.5,0.0,20.5,0.0,0.0,0.0,0.5,False
508,20.5,20.5,0.0,17.5,3.0,0.09883321894303362,0.09883321894303362,0.5,False
509,20.5,20.0,0.5,22.0,-1.5,0.10125260960334029,0.10125260960334029,0.5,False
510,21.0,19.5,1.5,17.5,3.5,0.09881697981906751,0.09881697981906751,1.0,False
511,21.0,20.0,1.0,16.5,4.5,0.09625481274063703,0.09625481274063703,1.5,False
512,21.0,19.5,1.5,16.5,4.5,0.09365135040336724,0.09365135040336724,1.0,False
513,21.0,19.5,1.5,15.5,5.5,0.09308787773532476,0.09308787773532476,1.0,False
514,21.0,19.5,1.5,21.0,0.0,0.09361851332398317,0.09361851332398317,0.5,False
515,22.0,19.5,2.5,19.5,2.5,0.0958904109589041,0.0958904109589041,1.0,False
516,21.0,19.5,1.5,19.5,1.5,0.09285965529370384,0.09285965529370384,0.5,False
517,21.0,19.5,1.5,18.0,3.0,0.0,0.0,0.5,False
518,21.0,19.5,1.5,18.0,3.0,0.0,0.0,0.5,False
519,21.0,19.5,1.5,17.5,3.5,0.0,0.0,0.5,False
520,21.0,20.5,0.5,17.5,3.5,0.0,0.0,0.5,False
521,21.0,20.5,0.5,19.5,1.5,0.0,0.0,0.5,False
522,21.5,20.5,1.0,19.5,2.0,0.0,0.0,0.5,False
523,21.0,20.5,0.5,19.5,1.5,0.0,0.0,0.5,False
524,21.0,20.5,0.5,18.0,3.0,0.0,0.0,1.5,False
525,21.0,20.5,0.5,18.0,3.0,0.0,0.0,1.5,False
526,21.0,20.5,0.5,18.0,3.0,0.0,0.0,1.5,False
527,21.5,20.5,1.0,18.0,3.5,0.0,0.0,1.0,False
528,21.5,19.5,2.0,18.0,3.5,0.0,0.0,1.0,False
529,21.5,19.5,2.0,15.5,6.0,0.09151239958085924,0.09151239958085924,0.5,False
530,21.0,19.0,2.0,13.0,8.0,0.0,0.0,0.5,False
531,21.0,19.5,1.5,17.0,4.0,0.0,0.0,1.0,False
532,21.5,19.0,2.5,15.5,6.0,0.0,0.0,0.5,False
533,21.0,19.5,1.5,13.0,8.0,0.09344490934449093,0.09344490934449093,1.0,False
534,21.0,19.0,2.0,14.0,7.0,0.0,0.0,0.5,False
535,21.0,19.0,2.0,15.5,5.5,0.0,0.0,0.5,False
536,21.0,19.0,2.0,21.0,0.0,0.0,0.0,0.5,False
537,21.5,19.0,2.5,14.0,7.5,0.09304775280898876,0.09304775280898876,0.5,False
538,21.5,19.0,2.5,14.0,7.5,0.09308043554618897,0.09308043554618897,0.5,False
539,21.5,19.0,2.5,14.0,7.5,0.0,0.0,0.5,False
540,21.5,19.5,2.0,14.0,7.5,0.09340853013746915,0.09340853013746915,0.5,False
541,21.5,19.5,2.0,21.0,0.5,0.09414668547249648,0.09414668547249648,0.5,False
542,21.5,19.0,2.5,17.0,4.5,0.09423347398030943,0.09423347398030943,0.5,False
543,21.5,19.0,2.5,17.0,4.5,0.09461836088638761,0.09461836088638761,0.5,False
544,21.5,19.5,2.0,17.0,4.5,0.09422066549912435,0.09422066549912435,0.5,False
545,21.5,19.0,2.5,15.5,6.0,0.09396914446002805,0.09396914446002805,0.5,False
546,21.5,19.5,2.0,15.5,6.0,0.0,0.0,0.5,False
547,21.5,19.5,2.0,20.5,1.0,0.0,0.0,0.5,False
548,22.0,19.5,2.5,17.5,4.5,0.0936408106219427,0.0936408106219427,0.5,False
549,21.5,19.5,2.0,17.5,4.0,0.09334726576105887,0.09334726576105887,1.0,False
550,21.5,20.5,1.0,20.5,1.0,0.18917042693509198,0.18917042693509198,1.0,False
551,21.5,19.5,2.0,17.5,4.0,0.18823529411764706,0.18823529411764706,1.0,False
552,21.5,19.5,2.0,20.5,1.0,0.19064124783362218,0.19064124783362218,1.0,False
553,21.5,19.5,2.0,15.5,6.0,0.1909373919059149,0.1909373919059149,1.0,False
554,21.5,19.5,2.0,20.5,1.0,0.18795683954054995,0.18795683954054995,1.0,False
555,20.5,19.5,1.0,17.0,3.5,0.18806384455239417,0.09333795975017349,0.5,False
556,21.5,19.5,2.0,17.0,4.5,0.09409722222222222,0.09409722222222222,1.0,False
557,21.5,19.5,2.0,20.5,1.0,0.09419534237052485,0.09419534237052485,1.0,False
558,21.5,19.5,2.0,18.0,3.5,0.09346114344402602,0.09346114344402602,1.5,False
559,21.5,19.5,2.0,18.0,3.5,0.09248170326014638,0.09248170326014638,1.0,False
560,21.5,20.5,1.0,20.0,1.5,0.19258530183727035,0.10433070866141732,1.0,False
561,21.0,20.5,0.5,20.0,1.0,0.10206117021276596,0.10206117021276596,0.5,False
562,21.0,20.5,0.5,18.0,3.0,0.09738079247817327,0.09738079247817327,0.5,False
563,21.0,20.5,0.5,18.0,3.0,0.1923207611281006,0.1923207611281006,0.5,False
564,20.5,20.5,0.0,18.0,2.5,0.19698526892771498,0.19698526892771498,0.5,False
565,20.5,20.5,0.0,20.5,0.0,0.19503311258278144,0.19503311258278144,1.5,False
566,22.0,20.5,1.5,21.5,0.5,0.09690177982860909,0.09690177982860909,1.5,False
567,22.5,22.0,0.5,18.5,4.0,0.0,0.0,0.5,False
568,22.0,22.0,0.0,18.5,3.5,0.0,0.0,0.5,False
569,21.5,21.5,0.0,21.5,0.0,0.0,0.0,0.5,False
570,22.0,21.5,0.5,21.5,0.5,0.09696969696969697,0.09696969696969697,0.5,False
571,22.0,21.0,1.0,17.5,4.5,0.09127789046653144,0.09127789046653144,1.0,False
572,21.5,22.0,-0.5,17.5,4.0,0.09214552873172391,0.09214552873172391,0.5,False
573,23.0,21.0,2.0,21.5,1.5,0.09340475393371275,0.09340475393371275,1.0,False
574,22.0,21.0,1.0,23.0,-1.0,0.09468267581475129,0.09468267581475129,1.0,False
575,22.0,21.0,1.0,21.5,0.5,0.27733973260198835,0.18683579019540625,0.5,False
576,21.5,21.5,0.0,22.5,-1.0,0.18731218697829716,0.18731218697829716,1.5,False
577,22.5,21.5,1.0,16.0,6.5,0.18854097268487674,0.18854097268487674,0.5,False
578,22.5,21.5,1.0,16.5,6.0,0.08997605200136846,0.08997605200136846,0.5,False
579,22.5,22.0,0.5,21.0,1.5,0.2805928990003447,0.2805928990003447,1.5,False
580,22.5,22.5,0.0,21.0,1.5,0.18928322894919974,0.18928322894919974,1.5,False
581,23.5,22.5,1.0,22.0,1.5,0.09418982316853122,0.09418982316853122,0.5,False
582,23.5,23.0,0.5,22.5,1.0,0.0,0.0,0.5,False
583,23.0,23.0,0.0,23.0,0.0,0.1853555005305978,0.1853555005305978,1.0,False
584,24.5,23.0,1.5,24.5,0.0,0.0,0.0,1.5,False
585,24.5,23.5,1.0,23.0,1.5,0.0,0.0,0.5,False
586,25.0,24.0,1.0,25.0,0.0,0.09735744089012517,0.09735744089012517,1.0,False
587,24.5,23.5,1.0,17.0,7.5,0.09222972972972973,0.0,0.5,False
588,25.0,24.5,0.5,23.0,2.0,0.09379263301500682,0.09379263301500682,0.5,False
589,25.0,24.0,1.0,21.5,3.5,0.0,0.0,0.5,False
590,25.0,24.5,0.5,21.5,3.5,0.0,0.0,0.5,False
591,25.0,25.0,0.0,19.0,6.0,0.19015047879616964,0.19015047879616964,0.5,False
592,25.0,25.0,0.0,19.0,6.0,0.19222903885480574,0.19222903885480574,0.5,False
593,25.5,23.5,2.0,15.5,10.0,0.0,0.0,1.0,False
594,26.5,24.5,2.0,26.5,0.0,0.0,0.0,1.5,False
595,26.5,24.0,2.5,26.5,0.0,0.0,0.0,1.0,False
596,26.0,25.5,0.5,26.0,0.0,0.1882562277580071,0.1882562277580071,0.5,False
597,25.5,24.5,1.0,24.5,1.0,0.18907413976587442,0.18907413976587442,0.5,False
598,26.0,25.0,1.0,26.0,0.0,0.28530973451327435,0.28530973451327435,0.5,False
599,26.0,25.0,1.0,16.5,9.5,0.19076376554174068,0.19076376554174068,0.5,False
600,26.0,24.5,1.5,14.0,12.0,0.3716475095785441,0.3716475095785441,1.0,False
601,26.5,25.5,1.0,19.5,7.0,0.2888086642599278,0.2888086642599278,1.5,False
602,26.5,26.5,0.0,24.0,2.5,0.28293201133144474,0.28293201133144474,1.5,False
603,26.5,25.0,1.5,17.5,9.0,0.2830593280914939,0.2830593280914939,1.0,False
604,26.5,25.5,1.0,20.0,6.5,0.29528267915016204,0.19769535469931582,0.5,False
605,27.0,26.0,1.0,27.0,0.0,0.19757920968316128,0.19757920968316128,0.5,False
606,27.5,26.0,1.5,27.5,0.0,0.20491202346041054,0.20491202346041054,1.0,False
607,28.0,24.0,4.0,24.5,3.5,0.2927094668117519,0.2927094668117519,4.5,False
608,21.0,20.5,0.5,15.0,6.0,0.29851301115241635,0.19516728624535318,6.0,False
609,24.0,14.0,10.0,21.0,3.0,0.19934640522875818,0.19934640522875818,3.0,True
610,26.5,19.0,7.5,26.5,0.0,0.2920120572720422,0.1955538809344386,1.0,True
611,29.5,25.5,4.0,19.5,10.0,0.38888888888888884,0.38888888888888884,1.0,False
612,18.0,18.0,0.0,18.0,0.0,0.09966024915062288,0.0,3.5,False
613,30.0,17.5,12.5,26.5,3.5,0.3947270701819532,0.3947270701819532,1.0,True
614,29.0,19.0,10.0,22.0,7.0,0.30243902439024395,0.30243902439024395,0.5,True
615,30.5,29.0,1.5,19.0,11.5,0.1989953632148377,0.1989953632148377,1.5,False
616,30.0,29.0,1.0,24.5,5.5,0.2849643794525684,0.19347581552305962,0.5,False
