Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length
165,15.0,75.99485395670047,16.949791847789196,16.950839190598344,1199.1298454706189,15.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
166,15.090909090909092,75.98106233921628,16.947072893697477,16.949072701183695,1198.912226259823,15.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
167,15.181818181818182,75.95923488721466,16.949107005071664,16.949206526634867,1198.5678088712373,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
168,15.272727272727273,75.95351883877879,16.950847439313055,16.954689608700676,1198.4776148130775,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
169,15.363636363636363,76.01291918488319,16.939943107448656,16.943718963236165,1199.4148983807997,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
170,15.454545454545455,75.9561966102373,16.955093689001245,16.953324126144963,1198.5198676171565,17.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
171,15.545454545454545,75.91617211361265,16.959093438958558,16.962592477033525,1197.8883173745585,18.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
172,15.636363636363637,75.90135678842404,16.959687675548054,16.962207965496646,1197.6545449849946,18.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
173,15.727272727272727,75.9161354819209,16.95512508769746,16.956367375152013,1197.8877393596986,15.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
174,15.818181818181818,75.86138946958998,16.965305358638716,16.96381960096673,1197.0238969560548,15.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
175,15.909090909090908,75.93063157958964,16.95748718910398,16.96010614224312,1198.1164746286333,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
176,16.0,75.9450451936666,16.96230264679204,16.960956880148245,1198.343908381327,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
177,16.09090909090909,75.97551331313838,16.965398041703992,16.964471919291327,1198.824667662933,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
178,16.181818181818183,75.95217507477574,16.970700795500164,16.96867381129138,1198.4564114363036,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
179,16.272727272727273,75.9685555196884,16.969621474151154,16.967832725658724,1198.714879995083,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
180,16.363636363636363,75.96893120753896,16.97079046008733,16.966922892857525,1198.7208080085043,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
181,16.454545454545453,75.97999273542857,16.975338971853773,16.97418670072568,1198.895348882502,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
182,16.545454545454547,76.0311309614033,16.970830903336434,16.964173200290162,1199.702263690782,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
183,16.636363636363637,76.00456432717596,16.98750951496359,16.986367185886394,1199.283066306524,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
184,16.727272727272727,76.0789277961563,16.98084129771497,16.984969390002504,1200.4564543772196,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
185,16.818181818181817,76.08395992634472,16.986006505605154,16.990284877478587,1200.5358568259521,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
186,16.90909090909091,76.12341259542339,16.979440095420713,16.985079853226097,1201.1583841486924,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
187,17.0,76.0945097917221,16.98882493977711,16.992114118663324,1200.7023241297372,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
188,17.09090909090909,76.16273002256361,16.977597593246855,16.985528801879866,1201.7787774763488,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
189,17.181818181818183,76.15264991128683,16.98155000981235,16.98699752322389,1201.6197224660643,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
190,17.272727272727273,76.1634134519498,16.980692817338948,16.98838283277817,1201.7895613719888,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
191,17.363636363636363,76.19244313309423,16.975541153277163,16.984530329437007,1202.2476234018814,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
192,17.454545454545453,76.18546083358565,16.975854566699006,16.982213814282574,1202.1374490506612,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
193,17.545454545454547,76.1857581316507,16.974746949587466,16.98461784802737,1202.1421401443897,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
194,17.636363636363637,76.25385918540753,16.959160441737726,16.968934067667476,1203.2167129847342,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
195,17.727272727272727,76.19291115431882,16.974174183920724,16.97939994828161,1202.2550083521708,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
196,17.818181818181817,76.16358871521814,16.97628898087993,16.983855553259218,1201.7923268673474,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
197,17.90909090909091,76.1510410508815,16.973821562939438,16.9791550060053,1201.5943361085838,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
198,18.0,76.16493563604546,16.965552861706055,16.97084424503558,1201.8135800559442,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
199,18.09090909090909,76.1400940123159,16.97042421670384,16.974616594194288,1201.4216017722429,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
200,18.181818181818183,76.17048239895574,16.966857092247043,16.97261960376281,1201.9011029421024,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
201,18.272727272727273,76.17299704804216,16.967025061981712,16.97004086426068,1201.9407818231505,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
202,18.363636363636363,76.15461471172449,16.96859229616516,16.973566513973424,1201.6507252343115,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
203,18.454545454545453,76.166357638655,16.9651154298644,16.970319728370555,1201.8360179669428,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
204,18.545454545454547,76.14561598360544,16.96751617252651,16.970336717481615,1201.5087334691193,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
205,18.636363636363637,76.16811083968054,16.964185758785195,16.967859514990977,1201.8636818884502,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
206,18.727272727272727,76.13577658086987,16.96706543766416,16.97261802168768,1201.3534766212208,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
207,18.818181818181817,76.20453645297592,16.955080090443438,16.95711467100375,1202.4384450173714,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
208,18.90909090909091,76.1023921953583,16.977500289739474,16.97854500092012,1200.826701307429,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
209,19.0,76.14609441418618,16.968526073716067,16.97363465462803,1201.5162826696044,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
210,19.09090909090909,76.13983784694982,16.971451647888376,16.975665512426474,1201.4175597151846,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
211,19.181818181818183,76.12688942824768,16.968711040439267,16.969922633825973,1201.213245416137,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
212,19.272727272727273,76.09788865371084,16.970752834453155,16.97099236524403,1200.7556395062854,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
213,19.363636363636363,76.12171652335067,16.964020716525017,16.96464861604403,1201.1316216702276,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
214,19.454545454545453,76.09807381167565,16.967286452410747,16.966658247470377,1200.7585611309767,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
215,19.545454545454547,76.08591894323384,16.964862972585713,16.96571517166123,1200.5667683350507,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
216,19.636363636363637,76.07668439235741,16.96153288167369,16.961319815048313,1200.4210555007087,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
217,19.727272727272727,76.06784589857818,16.96199474576312,16.96025102437372,1200.2815920880187,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
218,19.818181818181817,76.07313000367992,16.960578015249467,16.96006579732051,1200.364970472267,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
219,19.90909090909091,76.05995050821029,16.96242288633425,16.96302037026615,1200.1570099914838,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
220,20.0,76.1226859054788,16.953041801781552,16.949806197020877,1201.146917640691,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
221,20.09090909090909,76.02519462958456,16.980170851063008,16.975291322585207,1199.6085937607031,17.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
222,20.181818181818183,76.08319425659124,16.970592894045343,16.97061033203994,1200.5237752519329,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
223,20.272727272727273,76.04215030568992,16.976302784291676,16.97200678828264,1199.8761389457975,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
224,20.363636363636363,76.0516079063254,16.974260950481067,16.96914076583687,1200.025371302965,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
225,20.454545454545453,76.02065740848293,16.980078022421736,16.974287850028816,1199.5370005283303,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
226,20.545454545454547,76.06162879406178,16.97473090860288,16.972610005788653,1200.1834918195152,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
227,20.636363636363637,76.06353744075298,16.981550590835297,16.97616320481555,1200.2136085325915,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
228,20.727272727272727,76.09891711822596,16.980958008481792,16.977763863921723,1200.7718677432104,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
229,20.818181818181817,76.12576502343833,16.98184948879515,16.97809636195575,1201.1955033284155,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
230,20.90909090909091,76.13407708086389,16.98561884697108,16.981082288127652,1201.3266600530792,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
231,21.0,76.16184322588657,16.98534135612286,16.98090813255527,1201.764784629374,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
232,21.09090909090909,76.16527246291126,16.99079918283138,16.98760474954608,1201.8188948782843,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
233,21.181818181818183,76.205178700962,16.98445460260504,16.979540804646973,1202.4485791078816,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
234,21.272727272727273,76.19156079685455,16.996372900715013,16.99847389082433,1202.2337009365608,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
235,21.363636363636363,76.28599914472736,16.98474783713262,16.9949048799742,1203.7238523822857,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
236,21.454545454545453,76.31470893607278,16.985257375387842,16.99587352343221,1204.176866841385,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
237,21.545454545454547,76.34305710032227,16.982391122885655,16.992261977487402,1204.624175153014,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
238,21.636363636363637,76.31999706187064,16.98656441611145,16.994422965564354,1204.2603086685701,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
239,21.727272727272727,76.36889853926334,16.97639758312446,16.987214570585593,1205.0319296136227,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
240,21.818181818181817,76.34990152876902,16.980556909750632,16.987498040307912,1204.7321740239688,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
241,21.90909090909091,76.34169330351469,16.982276129444532,16.98738757553423,1204.6026556767604,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
242,22.0,76.35101370892312,16.980841875862176,16.98568267172925,1204.7497232177218,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
243,22.09090909090909,76.36411628522995,16.976935514659086,16.98036099234281,1204.9564699839045,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
244,22.181818181818183,76.33696327228937,16.979734708880297,16.98338664171868,1204.528020075572,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
245,22.272727272727273,76.37814097023971,16.967765206246536,16.969252757239133,1205.1777667887923,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
246,22.363636363636363,76.34015686711595,16.977103201063606,16.98153725684793,1204.5784121043937,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
247,22.454545454545453,76.33321370219038,16.974720079966573,16.97957484233652,1204.4688552613866,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
248,22.545454545454547,76.30602099865045,16.978207953124574,16.978826462789243,1204.0397790714076,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
249,22.636363636363637,76.34761777775591,16.967886088745963,16.96858845539785,1204.6961385050242,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
250,22.727272727272727,76.32470262291555,16.97085470466979,16.969754843979047,1204.3345581525136,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
251,22.818181818181817,76.33276327347339,16.964873563193947,16.964820017146337,1204.4617479049055,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
252,22.90909090909091,76.32090019686623,16.965167660509422,16.9632812401496,1204.2745593193883,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
253,23.0,76.31653793122679,16.964259937180174,16.96384239918038,1204.205726725472,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
254,23.09090909090909,76.3273775830995,16.96194123597429,16.962837846423128,1204.376766597231,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
255,23.181818181818183,76.3399764661083,16.957280218176116,16.958254245447165,1204.5755655401704,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
256,23.272727272727273,76.32805329647047,16.95810625831181,16.95877713768914,1204.3874287411513,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
257,23.363636363636363,76.35744711734228,16.948732894698676,16.9519168580737,1204.8512365655586,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
258,23.454545454545453,76.25607013720118,16.963570464151843,16.958330012724275,1203.251599798046,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
259,23.545454545454547,76.18302389023063,16.974097606590817,16.969906600529498,1202.0989962955523,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
260,23.636363636363637,76.18951118650797,16.96870178148808,16.965764562143335,1202.201359944899,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
261,23.727272727272727,76.17691519922367,16.966564649784715,16.96122672220943,1202.0026066938647,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
262,23.818181818181817,76.13729046941361,16.970890548925013,16.962524156055537,1201.3773644088933,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
263,23.90909090909091,76.15148848500199,16.96522000336961,16.958943995418224,1201.6013962130492,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
264,24.0,76.14053746290236,16.96499642616007,16.958270525091024,1201.4285990201556,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
265,24.09090909090909,76.14778891620675,16.965503355858772,16.958050443371008,1201.543020374071,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
266,24.181818181818183,76.13753006472545,16.968462648793007,16.961414179303205,1201.3811450055298,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
267,24.272727272727273,76.16822010191011,16.962851292546475,16.957613116224138,1201.8654059472995,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
268,24.363636363636363,76.15321983486402,16.967607803024208,16.9603561679302,1201.628715343022,17.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
269,24.454545454545453,76.14723763116397,16.969905649376045,16.965926286342153,1201.5343215962757,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
270,24.545454545454547,76.18919572161191,16.962264997256625,16.955559198812864,1202.1963821950596,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
271,24.636363636363637,76.10399661690647,16.983211661113046,16.979021257747235,1200.8520176237707,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
272,24.727272727272727,76.12833998601212,16.980016710238687,16.977449330547927,1201.236133901572,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
273,24.818181818181817,76.09038809272171,16.98850480254643,16.982448934559386,1200.6372874591198,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
274,24.90909090909091,76.12478263761884,16.98433974859023,16.977753442607536,1201.1800021715003,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
275,25.0,76.10551584578052,16.992604329071327,16.984426674930035,1200.87598967701,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
276,25.09090909090909,76.18512966605806,16.985131718446553,16.982473635435724,1202.1322235275434,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
277,25.181818181818183,76.22078532709274,16.987524310953415,16.9881281800169,1202.6948375083666,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
278,25.272727272727273,76.26768537510365,16.985222792560617,16.98969405365642,1203.434877713667,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
279,25.363636363636363,76.31652511390801,16.981369946041422,16.989201574676002,1204.205524479811,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
280,25.454545454545453,76.34967253448028,16.976680594516388,16.98357283704152,1204.7285607018584,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
281,25.545454545454547,76.32908287550377,16.981920841731828,16.990113199038547,1204.403674564162,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
282,25.636363636363637,76.387887254359,16.970096208033546,16.97641157525996,1205.3315543094122,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
283,25.727272727272727,76.33671439218037,16.984746115560498,16.993232700434532,1204.5240929732602,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
284,25.818181818181817,76.33276697055628,16.98199553166169,16.989928635338714,1204.461806241519,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
285,25.90909090909091,76.30620360763322,16.984603931957828,16.989533407849734,1204.0426604754748,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
286,26.0,76.30762897205976,16.979460868667083,16.981977758035953,1204.0651514328956,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
287,26.09090909090909,76.30616611377027,16.97873645327705,16.98081193694128,1204.0420688563356,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
288,26.181818181818183,76.3518430573026,16.970579721522938,16.974935504533732,1204.762809582684,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
289,26.272727272727273,76.3319496242595,16.97544008035496,16.975707891422758,1204.4489092585325,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
290,26.363636363636363,76.34081512719857,16.97316877786647,16.977036017852186,1204.5887988512595,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
291,26.454545454545453,76.35483185840539,16.969289387210733,16.970432399272596,1204.8099701523533,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
292,26.545454545454547,76.36481747232926,16.96687781180287,16.968707355994525,1204.9675340801462,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
293,26.636363636363637,76.35745386427351,16.968634307128607,16.971142635436507,1204.851343026012,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
294,26.727272727272727,76.37667800633571,16.966356829275185,16.96577733858004,1205.154682545731,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
295,26.818181818181817,76.29485830647855,16.98400280339422,16.980866846337193,1203.8636419168213,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
296,26.90909090909091,76.30525017613576,16.997386527661575,16.996154794952645,1204.0276161914912,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
297,27.0,76.39398119548086,16.998775150934478,16.99542864693288,1205.4277111712956,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
298,27.09090909090909,76.384718747913,17.010834297591373,17.007402275040562,1205.2815581524733,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
299,27.181818181818183,76.37469945483078,17.018772907510566,17.014089661868724,1205.1234627981187,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
300,27.272727272727273,76.42472817247953,17.027040030731882,17.020394843215115,1205.9128705716691,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
301,27.363636363636363,76.37817189218609,17.030982506399425,17.025600243017152,1205.1782547090506,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
302,27.454545454545453,76.2506085602566,17.029765441765186,17.033928391282274,1203.1654210691377,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
303,27.545454545454547,76.22184525730859,17.02352820032741,17.033580940766427,1202.7115622455003,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
304,27.636363636363637,76.19340282651923,17.025169660720007,17.033607838888287,1202.2627664934,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
305,27.727272727272727,76.16060805728394,17.022419125381322,17.036461157791905,1201.7452947894901,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
306,27.818181818181817,76.14204426684749,17.02784561779828,17.043743798247874,1201.4523750192898,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
307,27.90909090909091,76.18911219049795,17.024985084766215,17.03849100331206,1202.195064149869,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
308,28.0,76.14959522181913,17.03756514636159,17.048116090677212,1201.5715222377771,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
309,28.09090909090909,76.04045636394585,17.05942083522324,17.070521140035197,1199.8494100819858,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
310,28.181818181818183,76.14912376335617,17.04691892686091,17.061130832505796,1201.564083050985,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
311,28.272727272727273,76.19409276877583,17.056505615291965,17.0585493032996,1202.2736531562261,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
312,28.363636363636363,76.2242329306735,17.063791201438278,17.061865452652967,1202.7492375648678,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
313,28.454545454545453,76.21574082924091,17.072651418150514,17.068142032096347,1202.6152399091268,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
314,28.545454545454547,76.27724588545145,17.07310526116268,17.071944817467738,1203.585733892725,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
315,28.636363636363637,76.30607519983789,17.078095470206364,17.07685814000891,1204.0406343169686,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
316,28.727272727272727,76.33625007865625,17.08151887477802,17.08298248720476,1204.5167665271204,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
317,28.818181818181817,76.41251740715812,17.07136760612803,17.08078041268186,1205.7201957736982,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
318,28.90909090909091,76.43269139886232,17.068718918219567,17.075296130227002,1206.0385230589716,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
319,29.0,76.38907383657526,17.077163978788747,17.067690712208247,1205.3502775002014,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
320,29.09090909090909,76.33209356130051,17.087815297516613,17.063138327090854,1204.4511804544459,13.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
321,29.181818181818183,76.38493841082229,17.090174752470205,17.071740110301334,1205.2850242338823,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
322,29.272727272727273,76.46893332607955,17.074632228969733,17.066512810592712,1206.6103877882374,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
323,29.363636363636363,76.50041174588341,17.070590172733176,17.06273192755782,1207.1070886924404,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
324,29.454545454545453,76.51071986231211,17.070025863603945,17.06264822016371,1207.2697414171537,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
325,29.545454545454547,76.53935026534417,17.065231179584742,17.05869616294811,1207.7215032006968,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
326,29.636363636363637,76.57129429716272,17.06159259186552,17.057568003593815,1208.225551040043,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
327,29.727272727272727,76.60151429192781,17.056426038009448,17.051986853618644,1208.7023951389003,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
328,29.818181818181817,76.59944308084324,17.05830975971236,17.05386189623502,1208.6697133071912,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
329,29.90909090909091,76.63179520013965,17.050849278921135,17.048407808789307,1209.180200396681,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
330,30.0,76.63801317150514,17.049420204848758,17.045751364953162,1209.2783143432764,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
331,30.09090909090909,76.62395010144846,17.05489558602929,17.052969944951627,1209.056411857175,13.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
332,30.181818181818183,76.68983271161487,17.04057818178535,17.04204516752111,1210.0959796704515,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
