family,method,block_size,offset,offset_units,candidate_index,target,mean_iou,mean_dice,mean_mae,mean_target_density,mean_pred_density,mean_density_bias,mean_abs_density_bias,min_iou,min_dice
skimage,mean,71,-0.0392156862745098,float01_offset,212,fas_thres_raw_from_matlab_fas_filt,0.8710469203531229,0.930908077168591,0.02855880287251453,0.2238063953885635,0.1952727959074173,-0.028533599481146185,0.028533599481146185,0.8319791353194904,0.9082845096643487
skimage,mean,31,-0.0196078431372549,float01_offset,169,fas_thres_raw_from_matlab_fas_filt,0.8685657336178225,0.9296136296932893,0.030915600003136423,0.2238063953885635,0.21834398036599803,-0.005462415022565438,0.005462415022565438,0.8481137924456315,0.9178155543369568
cv2,mean,31,-5.0,uint8_C,59,fas_thres_raw_from_matlab_fas_filt,0.8678336658482613,0.9291902114565028,0.030897677591496715,0.2238063953885635,0.21557832821984524,-0.008228067168718227,0.008228067168718227,0.8464318735815752,0.9168297901397551
cv2,mean,71,-10.0,uint8_C,102,fas_thres_raw_from_matlab_fas_filt,0.867515259430916,0.9288789730716114,0.0293443085701612,0.2238063953885635,0.19446208681840227,-0.0293443085701612,0.0293443085701612,0.8266626542281071,0.9051070840197694
cv2,mean,61,-10.0,uint8_C,91,fas_thres_raw_from_matlab_fas_filt,0.8671670498924973,0.928669504320313,0.02945380330377255,0.2238063953885635,0.1949843570950907,-0.02882203829347277,0.02882203829347277,0.8257232310582342,0.9045437085002469
skimage,mean,51,-0.0392156862745098,float01_offset,190,fas_thres_raw_from_matlab_fas_filt,0.8657799636958222,0.9278749319125227,0.029943589209364012,0.2238063953885635,0.1972406206979211,-0.026565774690642373,0.026565774690642373,0.8248477071991828,0.9040181314255287
skimage,gaussian,51,-0.0196078431372549,float01_offset,136,fas_thres_raw_from_matlab_fas_filt,0.8647704176221891,0.9274353378011345,0.031769434895159494,0.2238063953885635,0.21688974468404468,-0.006916650704518801,0.006916650704518801,0.8443732364053756,0.9156207862254953
cv2,gaussian,61,0.0,uint8_C,38,fas_thres_raw_from_matlab_fas_filt,0.8640886775298294,0.9270506026228104,0.03349530712852721,0.2238063953885635,0.23765313860633086,0.013846743217767382,0.013846743217767382,0.8436474765179093,0.9151939156083173
skimage,gaussian,61,0.0,float01_offset,148,fas_thres_raw_from_matlab_fas_filt,0.8625907622899298,0.9261681262813661,0.03410550923732297,0.2238063953885635,0.24088057288988807,0.017074177501324582,0.017074177501324582,0.8359918697390805,0.9106705574441202
cv2,mean,51,-10.0,uint8_C,80,fas_thres_raw_from_matlab_fas_filt,0.8609386561894083,0.9250730947420089,0.031004091910607497,0.2238063953885635,0.1958345514972495,-0.027971843891314012,0.027971843891314012,0.8185217965818572,0.9002056484782013
cv2,gaussian,51,-5.0,uint8_C,26,fas_thres_raw_from_matlab_fas_filt,0.8597260377107108,0.9245191639433509,0.0328391788399047,0.2238063953885635,0.21427419273537449,-0.009532202653189013,0.009532202653189013,0.838419762579901,0.9121091707623131
skimage,mean,41,-0.0392156862745098,float01_offset,179,fas_thres_raw_from_matlab_fas_filt,0.8557875531691247,0.9221125002118684,0.03245776751719712,0.2238063953885635,0.19832100607457737,-0.025485389313986095,0.025485389313986095,0.8169028051516617,0.8992256523963841
skimage,gaussian,71,-0.0392156862745098,float01_offset,157,fas_thres_raw_from_matlab_fas_filt,0.8550599428242374,0.921676860190204,0.032507334186888184,0.2238063953885635,0.19681188300697744,-0.02699451238158607,0.02699451238158607,0.8145662440964454,0.8978082191780822
cv2,mean,31,0.0,uint8_C,60,fas_thres_raw_from_matlab_fas_filt,0.8511007494422673,0.9195120475813392,0.03718900415239875,0.2238063953885635,0.24063497984288768,0.01682858445432417,0.01682858445432417,0.8286873286762755,0.9063193206201456
cv2,mean,41,-10.0,uint8_C,69,fas_thres_raw_from_matlab_fas_filt,0.8512724903595399,0.9194679363537913,0.03342249733124089,0.2238063953885635,0.19666458318631352,-0.02714181220224994,0.02714181220224994,0.8102324773170156,0.8951695292947993
skimage,gaussian,61,-0.0392156862745098,float01_offset,146,fas_thres_raw_from_matlab_fas_filt,0.8479290429978286,0.9175230637817656,0.03429089418272122,0.2238063953885635,0.19720701617609668,-0.02659937921246683,0.02659937921246683,0.8087475690874633,0.8942625083891469
cv2,gaussian,71,-10.0,uint8_C,47,fas_thres_raw_from_matlab_fas_filt,0.8474327133835425,0.9172053564478571,0.03422368513907231,0.2238063953885635,0.1951201753707979,-0.02868622001776559,0.02868622001776559,0.8045418386118431,0.8916854365989572
skimage,gaussian,41,-0.0196078431372549,float01_offset,125,fas_thres_raw_from_matlab_fas_filt,0.8433036184876156,0.9149472341824308,0.037404913205120884,0.2238063953885635,0.21839634741250782,-0.005410047976055664,0.005410047976055664,0.824385064590338,0.9037402033056569
skimage,mean,31,-0.0392156862745098,float01_offset,168,fas_thres_raw_from_matlab_fas_filt,0.8432436242919934,0.914800137809929,0.03565523776879417,0.2238063953885635,0.19936498655259052,-0.024441408835972973,0.024441408835972973,0.8079742733578936,0.8937895690930031
cv2,gaussian,41,-5.0,uint8_C,15,fas_thres_raw_from_matlab_fas_filt,0.8406039729811666,0.9133509484655438,0.03782973036851838,0.2238063953885635,0.21531061219597708,-0.008495783192586401,0.008495783192586401,0.8209239033550028,0.9016564633398164
cv2,gaussian,51,0.0,uint8_C,27,fas_thres_raw_from_matlab_fas_filt,0.8406121981521503,0.9133507122853781,0.04002186534220045,0.2238063953885635,0.2403560623117447,0.016549666923181182,0.016549666923181182,0.8168260248378942,0.8991791329175564
skimage,mean,31,0.0,float01_offset,170,fas_thres_raw_from_matlab_fas_filt,0.840414764554137,0.9131911661621438,0.04047636649987623,0.2238063953885635,0.2454675901189264,0.021661194730362918,0.021661194730362918,0.8072779891741251,0.8933633829547476
cv2,gaussian,61,-10.0,uint8_C,36,fas_thres_raw_from_matlab_fas_filt,0.8402507399851729,0.9129854962320465,0.036005564908814125,0.2238063953885635,0.195275596284236,-0.02853079910432748,0.02853079910432748,0.7984506693108577,0.8879316880199036
