rule_text,rule_json,flagged_frames,oracle_tp,oracle_fp,oracle_fn,oracle_precision,oracle_recall
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""duplicate_fraction"", ""<="", 0.2]]",62,14,48,107,0.22580645161290322,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -6 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -6.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18]]",62,14,48,107,0.22580645161290322,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12]]",62,14,48,107,0.22580645161290322,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16]]",62,14,48,107,0.22580645161290322,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and duplicate_fraction <= 0.2,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""duplicate_fraction"", ""<="", 0.2]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12,"[[""top_family_angle_offset"", ""<="", -6.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16,"[[""top_family_angle_offset"", ""<="", -6.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -6.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""duplicate_fraction"", ""<="", 0.2]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12 and selected_family_share <= 0.16,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.16]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12], [""duplicate_fraction"", ""<="", 0.2]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -6 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -6.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16], [""duplicate_fraction"", ""<="", 0.2]]",62,14,48,107,0.22580645161290322,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18]]",63,14,49,107,0.2222222222222222,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""duplicate_fraction"", ""<="", 0.2]]",63,14,49,107,0.2222222222222222,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12]]",63,14,49,107,0.2222222222222222,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16]]",63,14,49,107,0.2222222222222222,0.11570247933884298
selected_is_top_family <= 0 and top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and duplicate_fraction <= 0.2,"[[""selected_is_top_family"", ""<="", 0.0], [""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""duplicate_fraction"", ""<="", 0.2]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12 and selected_family_share <= 0.16,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.16]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.12 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.12], [""duplicate_fraction"", ""<="", 0.2]]",63,14,49,107,0.2222222222222222,0.11570247933884298
top_family_angle_offset <= -4 and mass_below_10deg >= 0.18 and selected_family_share <= 0.16 and duplicate_fraction <= 0.2,"[[""top_family_angle_offset"", ""<="", -4.0], [""mass_below_10deg"", "">="", 0.18], [""selected_family_share"", ""<="", 0.16], [""duplicate_fraction"", ""<="", 0.2]]",63,14,49,107,0.2222222222222222,0.11570247933884298
best_upper_share <= 0.16 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12,"[[""best_upper_share"", ""<="", 0.16], [""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.16], [""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 4 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 4.0], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 4 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 4.0], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12 and duplicate_fraction <= 0.2,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12], [""duplicate_fraction"", ""<="", 0.2]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.16 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16 and duplicate_fraction <= 0.2,"[[""best_upper_share"", ""<="", 0.16], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16], [""duplicate_fraction"", ""<="", 0.2]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 4 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 4 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12 and selected_family_share <= 0.16,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.16]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.12 and duplicate_fraction <= 0.2,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.12], [""duplicate_fraction"", ""<="", 0.2]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share <= 0.18 and gap_to_lower_deg >= 6 and selected_family_share <= 0.16 and duplicate_fraction <= 0.2,"[[""best_upper_share"", ""<="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.16], [""duplicate_fraction"", ""<="", 0.2]]",50,11,39,110,0.22,0.09090909090909091
best_upper_share >= 0.12 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 4 and duplicate_fraction <= 0.2,"[[""best_upper_share"", "">="", 0.12], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 4.0], [""duplicate_fraction"", ""<="", 0.2]]",50,11,39,110,0.22,0.09090909090909091
